id,isSmoker,willpower,health,smokedPerDay,givingUp,stepsSinceGiveUp,giveUpAttempts,influenceability,persuasiveness,sociable,maxInDegree,maxOutDegree,cigLimit
n0,true,0.7771457452988876,0.6818920748959134,12,false,0,0,0.4980477120012749,0.26444851335458397,0.4450878813640151,10,10,70
n1,true,0.14747070869154322,0.6890166164162853,12,false,0,0,0.24486701391518495,0.6450898821779574,0.219915457707192,10,10,70
n2,true,0.6101721796345212,0.7311361026877252,12,false,0,0,0.4121270694795848,0.3605542990917291,0.8972759475418117,10,10,70
n3,false,0.007362966698040152,0.7406865177242261,0,false,0,0,0.5190821764901817,0.8139950712959705,0.07595471670217813,10,10,70
n4,true,0.8424270162034311,0.7123439070778168,11,false,0,0,0.3302299236162659,0.2742215824632872,0.840575071327416,10,10,70
n6,true,0.46540732113002037,0.8326808009147196,13,false,0,0,0.8504624704769723,0.8172104101602817,0.7929599181749184,10,10,70
n9,false,0.2010077778440445,0.33476000071063927,11,true,6,1,0.7019877667718118,0.11734969515403665,0.36557837127056514,10,10,70
n10,true,0.4138459018248699,0.5529405836841571,12,false,0,0,0.6179265606682179,0.6506536049662636,0.4620361204540254,10,10,70
n12,false,0.8729022467302371,0.47355246492120423,0,true,9,0,0.08487285956479385,0.0018247286134043805,0.5597288968719627,10,10,70
n13,false,0.6044320591580369,0.7114336990459634,10,true,2,1,0.032941614052488105,0.8978677128087292,0.05722521380729462,10,10,70
n15,true,0.2857023038077596,0.727596490345431,13,false,0,0,0.3792918979578886,0.9979874738946077,0.8952486235541306,10,10,70
n19,false,0.5755597955011993,0.8739259302493162,0,false,0,0,0.025313253885077706,0.2980474981321732,0.8345130043941151,10,10,70
n23,true,0.30812458616394534,0.6344954191527051,12,false,0,0,0.7349931456656542,0.9301531403341571,0.6071228680604048,10,10,70
n26,true,0.5848171286792349,0.6654030147795994,12,false,0,0,0.8628953556936059,0.812455796472062,0.5069426793701881,10,10,70
n29,true,0.026885509061737034,0.6253564038556177,14,false,0,0,0.5402437750472555,0.7778786568638008,0.7207749337085737,10,10,70
n35,false,0.09416343844601593,0.972811452709324,0,false,0,0,0.0701235722994288,0.5046750844216065,0.36943808839464876,10,10,70
n36,false,0.46689100308268733,0.6776420275326263,0,false,0,0,0.483286148121512,0.45092846477637527,0.47494003247339733,10,10,70
n37,true,0.7281821696391837,0.542672175448775,12,false,0,0,0.22258278951592947,0.31545217461466657,0.9176479534733712,10,10,70
n39,false,0.8091645619294809,0.8283652960105398,0,false,0,0,0.6338954108024305,0.17605711384654144,0.8741847330930175,10,10,70
n45,true,0.501141489055081,0.4766315122180269,12,false,0,0,0.5718414816600195,0.6840287536051073,0.5195569796655163,10,10,70
n46,true,0.12358340315619132,0.5241273165150145,12,false,0,0,0.4548321788886257,0.4647018350985956,0.8787689766806486,10,10,70
n47,false,0.5043276932674764,0.6526141283325317,0,true,9,0,0.28161913721561754,0.9741790013246413,0.9147152123803776,10,10,70
n49,false,0.23076150017297847,0.7247234998927704,0,true,9,0,0.3236891784161715,0.9146686945715459,0.863332926291588,10,10,70
n51,true,0.1443420499721373,0.8597307660921379,12,false,0,0,0.6219211632363569,0.2911770772002791,0.9598607358584166,10,10,70
n52,true,0.6326752972969674,0.8421787594702641,11,false,0,0,0.8720173555187944,0.4294087822527641,0.708859716393244,10,10,70
n58,false,0.08288070538182779,0.8446030706851234,0,false,0,0,0.705784026512163,0.9043314253494787,0.7601824542617892,10,10,70
n59,false,0.33308948138121974,0.6240964688161602,0,false,0,0,0.5972635282489596,0.10714570383372296,0.7381795607166244,10,10,70
n64,true,0.013183680193876834,0.7881679434598283,12,false,0,0,0.2614899722221703,0.7641894076480862,0.5418666380998519,10,10,70
n67,true,0.13609660694800063,0.6874650242489693,12,false,0,0,0.021360505115272044,0.6773547014336847,0.7511076302345607,10,10,70
n68,false,0.6253965554704257,0.6110988881193584,0,false,0,0,0.8204683302624234,0.9546624027244608,0.9862876073582021,10,10,70
n69,true,0.6703167098489922,0.7465761717658882,12,false,0,0,0.4266438642919619,0.7248927556186822,0.6335859706586742,10,10,70
n71,true,0.07993318436003649,0.5811683424125621,12,false,0,0,0.650518913663647,0.5075093802227116,0.8363772244808029,10,10,70
n72,false,0.538599970488938,0.40528723526934823,0,true,9,0,0.4082278184691536,0.5747811097652039,0.8469634725853292,10,10,70
n74,true,0.6832868849028835,0.6618173000175988,12,false,0,0,0.8189175637245936,0.5289400558021241,0.6788876601211308,10,10,70
n78,true,0.12154651870974464,0.43731213750355247,13,false,0,0,0.2258361918839898,0.37497491105055025,0.7734101928362666,10,10,70
n79,false,0.6073372513115193,0.6058349699838343,0,true,9,0,0.6942708412559011,0.5462446347812004,0.665956948103032,10,10,70
n81,false,0.7369971178454215,0.7388095549855298,0,false,0,0,0.5681158253548584,0.721056923311649,0.6280536178651954,10,10,70
n82,false,0.2592231453778662,0.7610534068548747,12,true,2,1,0.6896211577721071,0.9106629549361349,0.4020031721611733,10,10,70
n83,false,0.7615932393434792,0.8349074274825661,0,true,9,0,0.495331648330071,0.7390551168391102,0.868974993855191,10,10,70
n85,true,0.5389180533557978,0.7759563369617949,13,false,0,0,0.6238893474039446,0.5785538716718274,0.9154262457538457,10,10,70
n90,false,0.4193077556209573,0.757060030683384,0,true,9,0,0.4107221597670314,0.5219947717666773,0.5711136415716164,10,10,70
n93,true,0.4839909705366099,0.8328435904929842,12,false,0,0,0.45097607170696485,0.8197040163127012,0.3229522084554141,10,10,70
n97,false,0.3679366783925168,0.8544784088783083,0,false,0,0,0.6780641831902484,0.5680600512211526,0.12407681276434118,10,10,70
n98,false,0.12341248371007017,0.7704138558099674,18,true,2,1,0.8068721631240596,0.6644852762916319,0.4898919017265134,10,10,70
