id,isSmoker,willpower,health,smokedPerDay,givingUp,stepsSinceGiveUp,giveUpAttempts,influenceability,persuasiveness,sociable,maxInDegree,maxOutDegree,cigLimit
n0,false,0.2509761439993625,0.46120953702127615,12,true,12,1,0.5035537117999076,0.26444851335458397,0.4450878813640151,10,10,70
n1,true,0.14747070869154322,0.4126906409575251,12,false,0,0,0.24486701391518495,0.6450898821779574,0.219915457707192,10,10,70
n2,false,0.3174513824810242,0.4837078102354845,12,true,10,1,0.41585108435005613,0.3605542990917291,0.8972759475418117,10,10,70
n3,true,0.007362966698040152,0.6318203593591961,17,false,0,0,0.5348820294224614,0.8139950712959705,0.07595471670217813,10,10,70
n4,false,0.28704431845017175,0.4459438407870703,11,true,5,1,0.3315528260115226,0.2742215824632872,0.840575071327416,10,10,70
n6,false,0.08224564123766523,0.7759411622653339,13,true,41,1,0.8851528108788881,0.8172104101602817,0.7929599181749184,10,10,70
n9,false,0.2010077778440445,0.3522666355737661,11,false,0,1,0.7386989732635295,0.11734969515403665,0.36557837127056514,10,10,70
n10,false,0.25032397749323654,0.4875669869579478,12,true,36,1,0.6399257334807831,0.6506536049662636,0.4620361204540254,10,10,70
n12,false,0.8729022467302371,0.4983174012167899,0,false,0,0,0.08931137718648129,0.0018247286134043805,0.5597288968719627,10,10,70
n13,false,0.6044320591580369,0.7486388907417513,10,false,0,1,0.03466433124628285,0.8978677128087292,0.05722521380729462,10,10,70
n15,false,0.37685849052556764,0.6138339281789249,13,true,32,1,0.3912280344433605,0.9979874738946077,0.8952486235541306,10,10,70
n19,false,0.5755597955011993,0.9196288282234317,0,false,0,0,0.02663703776613562,0.2980474981321732,0.8345130043941151,10,10,70
n23,true,0.30812458616394534,0.38003484237677737,12,false,0,0,0.7349931456656542,0.9301531403341571,0.6071228680604048,10,10,70
n26,false,0.11425387025532845,0.5932523571201777,12,true,37,1,0.894509424801346,0.812455796472062,0.5069426793701881,10,10,70
n29,true,0.026885509061737034,0.37456097427140056,14,false,0,0,0.5402437750472555,0.7778786568638008,0.7207749337085737,10,10,70
n35,false,0.09416343844601593,0.9994216813775408,0,false,0,0,0.07379076005465078,0.5046750844216065,0.36943808839464876,10,10,70
n36,true,0.46689100308268733,0.5654077332138845,19,false,0,0,0.4970019386188537,0.45092846477637527,0.47494003247339733,10,10,70
n37,false,0.4947200430353176,0.3836327916914409,12,true,16,1,0.22594500413123184,0.31545217461466657,0.9176479534733712,10,10,70
n39,true,0.8091645619294809,0.6760604671889319,12,false,0,0,0.6505837145540875,0.17605711384654144,0.8741847330930175,10,10,70
n45,false,0.3567987652833171,0.36404334814286976,12,true,23,1,0.5845549744728074,0.6840287536051073,0.5195569796655163,10,10,70
n46,true,0.12358340315619132,0.3139292043796588,12,false,0,0,0.4548321788886257,0.4647018350985956,0.8787689766806486,10,10,70
n47,false,0.37927264688039347,0.498455990074862,14,true,14,1,0.28730506270528905,0.9741790013246413,0.9147152123803776,10,10,70
n49,true,0.23076150017297847,0.5011327041480785,18,false,0,0,0.3272672885316281,0.9146686945715459,0.863332926291588,10,10,70
n51,true,0.1443420499721373,0.5149409062946404,12,false,0,0,0.6219211632363569,0.2911770772002791,0.9598607358584166,10,10,70
n52,false,0.10016033046355217,0.6086676461792482,11,true,18,1,0.8869608399755745,0.4294087822527641,0.708859716393244,10,10,70
n58,true,0.08288070538182779,0.7204632497912433,15,false,0,0,0.7272667210177701,0.9043314253494787,0.7601824542617892,10,10,70
n59,false,0.33308948138121974,0.656734265971548,0,false,0,0,0.6284980678711395,0.10714570383372296,0.7381795607166244,10,10,70
n64,true,0.013183680193876834,0.4720779238393459,12,false,0,0,0.2614899722221703,0.7641894076480862,0.5418666380998519,10,10,70
n67,true,0.13609660694800063,0.41176130550932527,12,false,0,0,0.021360505115272044,0.6773547014336847,0.7511076302345607,10,10,70
n68,false,0.11100200359990828,0.5694580456106276,14,true,10,1,0.8522290462664781,0.9546624027244608,0.9862876073582021,10,10,70
n69,true,0.6703167098489922,0.4471662823636911,12,false,0,0,0.4266438642919619,0.7248927556186822,0.6335859706586742,10,10,70
n71,false,0.1397924345345412,0.3638248887710377,12,true,5,1,0.6531248950345097,0.5075093802227116,0.8363772244808029,10,10,70
n72,false,0.23457346985683225,0.3027858027233371,27,true,6,1,0.41563829678569403,0.5747811097652039,0.8469634725853292,10,10,70
n74,false,0.10185887040491612,0.5522039723055213,12,true,31,1,0.8438446671414845,0.5289400558021241,0.6788876601211308,10,10,70
n78,true,0.12154651870974464,0.2619307314583085,13,false,0,0,0.2258361918839898,0.37497491105055025,0.7734101928362666,10,10,70
n79,false,0.22981757218901613,0.5645528157174182,13,true,40,1,0.721146392944742,0.5462446347812004,0.665956948103032,10,10,70
n81,false,0.24692680980960002,0.7356581328521676,21,true,30,1,0.5936573674525902,0.721056923311649,0.6280536178651954,10,10,70
n82,false,0.2592231453778662,0.8008535146242123,12,false,0,1,0.7256856391240438,0.9106629549361349,0.4020031721611733,10,10,70
n83,false,0.7615932393434792,0.8785698108211412,0,false,0,0,0.5212355504840229,0.7390551168391102,0.868974993855191,10,10,70
