id,isSmoker,willpower,health,smokedPerDay,givingUp,stepsSinceGiveUp,giveUpAttempts,influenceability,persuasiveness,sociable,maxInDegree,maxOutDegree,cigLimit
n0,false,0.2509761439993625,0.4996023557628633,12,false,0,1,0.5454714191150009,0.26444851335458397,0.4450878813640151,10,10,70
n1,true,0.14747070869154322,0.1846886419315586,12,false,0,0,0.24486701391518495,0.6450898821779574,0.219915457707192,10,10,70
n2,false,0.3174513824810242,0.5239734699662034,12,false,0,1,0.45046809467481813,0.3605542990917291,0.8972759475418117,10,10,70
n3,true,0.007362966698040152,0.2827542777418335,17,false,0,0,0.5348820294224614,0.8139950712959705,0.07595471670217813,10,10,70
n4,false,0.28704431845017175,0.4830658854846748,11,false,0,1,0.3591525318513743,0.2742215824632872,0.840575071327416,10,10,70
n6,false,0.08224564123766523,0.8405334267475306,13,false,0,1,0.9588362642744152,0.8172104101602817,0.7929599181749184,10,10,70
n9,false,0.2010077778440445,0.38159063692820566,11,false,0,1,0.800191057681973,0.11734969515403665,0.36557837127056514,10,10,70
n10,false,0.25032397749323654,0.5281538990924092,12,false,0,1,0.693195561447223,0.6506536049662636,0.4620361204540254,10,10,70
n12,false,0.8729022467302371,0.5397992183193976,0,false,0,0,0.09674599256331802,0.0018247286134043805,0.5597288968719627,10,10,70
n13,false,0.6044320591580369,0.8109584113240524,10,false,0,1,0.03754992072245081,0.8978677128087292,0.05722521380729462,10,10,70
n15,false,0.37685849052556764,0.6649317760122903,13,false,0,1,0.4237953293653617,0.9979874738946077,0.8952486235541306,10,10,70
n19,false,0.5755597955011993,0.9961821951367702,0,false,0,0,0.028854405102841173,0.2980474981321732,0.8345130043941151,10,10,70
n23,true,0.30812458616394534,0.17007441400267878,12,false,0,0,0.7349931456656542,0.9301531403341571,0.6071228680604048,10,10,70
n26,false,0.11425387025532845,0.6426369174699865,12,false,0,1,0.9689717579760726,0.812455796472062,0.5069426793701881,10,10,70
n29,true,0.026885509061737034,0.16762473095644137,14,false,0,0,0.5402437750472555,0.7778786568638008,0.7207749337085737,10,10,70
n35,false,0.09416343844601593,0.9994216813775408,0,false,0,0,0.0799333808119737,0.5046750844216065,0.36943808839464876,10,10,70
n36,false,0.12574951534528656,0.2558445645865088,19,true,2,1,0.49749894055747257,0.45092846477637527,0.47494003247339733,10,10,70
n37,false,0.4947200430353176,0.41556783000366726,12,false,0,1,0.24475351716676644,0.31545217461466657,0.9176479534733712,10,10,70
n39,false,0.08735407136147813,0.45536513479083157,12,true,38,1,0.6750936990348518,0.17605711384654144,0.8741847330930175,10,10,70
n45,false,0.3567987652833171,0.39434768740176285,12,false,0,1,0.6332155319373693,0.6840287536051073,0.5195569796655163,10,10,70
n46,false,0.21806712844454973,0.3363249101396631,12,false,0,1,0.492201920402205,0.4647018350985956,0.8787689766806486,10,10,70
