id,isSmoker,willpower,health,smokedPerDay,givingUp,stepsSinceGiveUp,giveUpAttempts,influenceability,persuasiveness,sociable,maxInDegree,maxOutDegree,cigLimit
n0,false,0.2509761439993625,0.5252043947679378,12,false,0,1,0.573424010585495,0.26444851335458397,0.4450878813640151,10,10,70
n1,true,0.14747070869154322,0.11173774889998504,12,false,0,0,0.24486701391518495,0.6450898821779574,0.219915457707192,10,10,70
n2,false,0.3174513824810242,0.5508244026348769,12,false,0,1,0.47355225670363094,0.3605542990917291,0.8972759475418117,10,10,70
n3,true,0.007362966698040152,0.1710680535429014,17,false,0,0,0.5348820294224614,0.8139950712959705,0.07595471670217813,10,10,70
n4,false,0.28704431845017175,0.5078205158412815,11,false,0,1,0.3775572431646147,0.2742215824632872,0.840575071327416,10,10,70
n6,false,0.08224564123766523,0.8836064213570151,13,false,0,1,1.00797166796952,0.8172104101602817,0.7929599181749184,10,10,70
n9,false,0.2010077778440445,0.4011451851762616,11,false,0,1,0.8411967143486722,0.11734969515403665,0.36557837127056514,10,10,70
n10,false,0.25032397749323654,0.5552190571511604,12,false,0,1,0.7287182518380995,0.6506536049662636,0.4620361204540254,10,10,70
n12,false,0.8729022467302371,0.5674611388105847,0,false,0,0,0.10170372474095893,0.0018247286134043805,0.5597288968719627,10,10,70
n13,false,0.6044320591580369,0.8525158392239054,10,false,0,1,0.03947416011781099,0.8978677128087292,0.05722521380729462,10,10,70
n15,false,0.37685849052556764,0.6990060934545821,13,false,0,1,0.44551265000531975,0.9979874738946077,0.8952486235541306,10,10,70
n19,false,0.5755597955011993,0.9991737312649481,0,false,0,0,0.030333044257340687,0.2980474981321732,0.8345130043941151,10,10,70
n23,true,0.30812458616394534,0.10289605233648189,12,false,0,0,0.7349931456656542,0.9301531403341571,0.6071228680604048,10,10,70
n26,false,0.11425387025532845,0.6755687386221212,12,false,0,1,1.018626553347562,0.812455796472062,0.5069426793701881,10,10,70
n29,true,0.026885509061737034,0.10141397923094427,14,false,0,0,0.5402437750472555,0.7778786568638008,0.7207749337085737,10,10,70
n35,false,0.09416343844601593,0.9994216813775408,0,false,0,0,0.08402955351762643,0.5046750844216065,0.36943808839464876,10,10,70
n36,false,0.12574951534528656,0.26895527642808637,19,false,0,1,0.5229931904028063,0.45092846477637527,0.47494003247339733,10,10,70
n37,false,0.4947200430353176,0.4368635338174784,12,false,0,1,0.25729587014179345,0.31545217461466657,0.9176479534733712,10,10,70
n39,false,0.08735407136147813,0.47870024481981555,12,false,0,1,0.7096887625196489,0.17605711384654144,0.8741847330930175,10,10,70
n45,false,0.3567987652833171,0.41455596856369803,12,false,0,1,0.6656645557665817,0.6840287536051073,0.5195569796655163,10,10,70
