id,isSmoker,willpower,health,smokedPerDay,givingUp,stepsSinceGiveUp,giveUpAttempts,influenceability,persuasiveness,sociable,maxInDegree,maxOutDegree,cigLimit
n0,false,0.2509761439993625,0.4946337007785014,12,false,0,1,0.5400465862371128,0.26444851335458397,0.4450878813640151,10,10,70
n1,true,0.14747070869154322,0.20421528360097208,12,false,0,0,0.24486701391518495,0.6450898821779574,0.219915457707192,10,10,70
n2,false,0.3174513824810242,0.5187624389068207,12,false,0,1,0.4459880906914813,0.3605542990917291,0.8972759475418117,10,10,70
n3,true,0.007362966698040152,0.312649139733426,17,false,0,0,0.5348820294224614,0.8139950712959705,0.07595471670217813,10,10,70
n4,false,0.28704431845017175,0.47826168932346236,11,false,0,1,0.35558068116463226,0.2742215824632872,0.840575071327416,10,10,70
n6,false,0.08224564123766523,0.8321741375004754,13,false,0,1,0.9493004273658812,0.8172104101602817,0.7929599181749184,10,10,70
n9,false,0.2010077778440445,0.3777956343660898,11,false,0,1,0.7922329821418317,0.11734969515403665,0.36557837127056514,10,10,70
n10,false,0.25032397749323654,0.5229012927486527,12,false,0,1,0.6863015795798575,0.6506536049662636,0.4620361204540254,10,10,70
n12,false,0.8729022467302371,0.5344307967222617,0,false,0,0,0.09578383245213765,0.0018247286134043805,0.5597288968719627,10,10,70
n13,false,0.6044320591580369,0.8028932520908,10,false,0,1,0.03717647852665668,0.8978677128087292,0.05722521380729462,10,10,70
n15,false,0.37685849052556764,0.6583188836889556,13,false,0,1,0.4195805918820181,0.9979874738946077,0.8952486235541306,10,10,70
n19,false,0.5755597955011993,0.9862749447563329,0,false,0,0,0.02856744171669757,0.2980474981321732,0.8345130043941151,10,10,70
n23,true,0.30812458616394534,0.18805593200310058,12,false,0,0,0.7349931456656542,0.9301531403341571,0.6071228680604048,10,10,70
n26,false,0.11425387025532845,0.6362457524038276,12,false,0,1,0.9593351213600936,0.812455796472062,0.5069426793701881,10,10,70
n29,true,0.026885509061737034,0.18534725044700767,14,false,0,0,0.5402437750472555,0.7778786568638008,0.7207749337085737,10,10,70
n35,false,0.09416343844601593,0.9994216813775408,0,false,0,0,0.07913842581144757,0.5046750844216065,0.36943808839464876,10,10,70
n36,true,0.46689100308268733,0.2797856048311501,19,false,0,0,0.4970019386188537,0.45092846477637527,0.47494003247339733,10,10,70
n37,false,0.4947200430353176,0.41143491680565925,12,false,0,1,0.24231938976727915,0.31545217461466657,0.9176479534733712,10,10,70
n39,false,0.08735407136147813,0.45083642866968376,12,true,28,1,0.6683797441586803,0.17605711384654144,0.8741847330930175,10,10,70
n45,false,0.3567987652833171,0.3904258131752322,12,false,0,1,0.6269180646163197,0.6840287536051073,0.5195569796655163,10,10,70
n46,false,0.21806712844454973,0.3329800851566446,12,false,0,1,0.48730686437032406,0.4647018350985956,0.8787689766806486,10,10,70
n47,false,0.37927264688039347,0.534579429207613,14,false,0,1,0.308126252844075,0.9741790013246413,0.9147152123803776,10,10,70
n49,true,0.23076150017297847,0.2479798356024626,18,false,0,0,0.3272672885316281,0.9146686945715459,0.863332926291588,10,10,70
n51,true,0.1443420499721373,0.25481266784415596,12,false,0,0,0.6219211632363569,0.2911770772002791,0.9598607358584166,10,10,70
n52,false,0.10016033046355217,0.6527781977758466,11,false,0,1,0.9512394855410109,0.4294087822527641,0.708859716393244,10,10,70
n58,true,0.08288070538182779,0.35651306881790806,15,false,0,0,0.7272667210177701,0.9043314253494787,0.7601824542617892,10,10,70
n59,false,0.33308948138121974,0.7043282376673273,0,false,0,0,0.6740457433968859,0.10714570383372296,0.7381795607166244,10,10,70
n64,true,0.013183680193876834,0.23360240705951066,12,false,0,0,0.2614899722221703,0.7641894076480862,0.5418666380998519,10,10,70
n67,false,0.35586890723081016,0.3501502294163909,12,true,50,1,0.0224326879326931,0.6773547014336847,0.7511076302345607,10,10,70
n68,false,0.11100200359990828,0.6107270512176841,14,false,0,1,0.91399065550172,0.9546624027244608,0.9862876073582021,10,10,70
n69,false,0.28667806785401906,0.45379536755002636,12,false,0,1,0.45528206292719087,0.7248927556186822,0.6335859706586742,10,10,70
n71,false,0.1397924345345412,0.3901915219065455,12,false,0,1,0.7004572932033419,0.5075093802227116,0.8363772244808029,10,10,70
n72,false,0.23457346985683225,0.32472889244986386,27,false,0,1,0.44575988226994734,0.5747811097652039,0.8469634725853292,10,10,70
n74,false,0.10185887040491612,0.5922225636749331,12,false,0,1,0.9049986548112952,0.5289400558021241,0.6788876601211308,10,10,70
n78,true,0.12154651870974464,0.1296134520629312,13,false,0,0,0.2258361918839898,0.37497491105055025,0.7734101928362666,10,10,70
n79,false,0.22981757218901613,0.6054663360318763,13,false,0,1,0.773408354582377,0.5462446347812004,0.665956948103032,10,10,70
n81,false,0.24692680980960002,0.78897176999114,21,false,0,1,0.6366801141060345,0.721056923311649,0.6280536178651954,10,10,70
n82,false,0.2592231453778662,0.858891904704412,12,false,0,1,0.7782765629696402,0.9106629549361349,0.4020031721611733,10,10,70
n83,false,0.7615932393434792,0.9422403528890637,0,false,0,0,0.5590098396021197,0.7390551168391102,0.868974993855191,10,10,70
n85,false,0.24396366654879267,0.6014487702269727,13,false,0,1,0.6805692319116401,0.5785538716718274,0.9154262457538457,10,10,70
n90,false,0.3523323185298852,0.580353746184087,15,false,0,1,0.44669409252961045,0.5219947717666773,0.5711136415716164,10,10,70
n93,true,0.4839909705366099,0.2468436696235192,12,false,0,0,0.45097607170696485,0.8197040163127012,0.3229522084554141,10,10,70
n97,true,0.3679366783925168,0.3940169953902551,22,false,0,0,0.7043123675021753,0.5680600512211526,0.12407681276434118,10,10,70
n98,false,0.12341248371007017,0.8694557018827894,18,false,0,1,0.9106009680746939,0.6644852762916319,0.4898919017265134,10,10,70
n99,true,0.20456465955637143,0.21240299741943974,13,false,0,0,0.2979643236552203,0.32755755519792396,0.2466145981396456,10,10,70
n101,true,0.5256252171588489,0.2275293071079914,13,false,0,0,0.5713281795027747,0.3044753011483482,0.4819985926331248,10,10,70
n104,false,0.17047980855938405,0.43087792520910806,12,false,0,1,0.8887133333726618,0.5498736890627411,0.7304395123141707,10,10,70
n106,false,0.221247747435957,0.609024406871829,13,false,0,1,0.7814495537851431,0.09694234401408336,0.21054606519202523,10,10,70
n108,false,0.12572304532944867,0.5723260554075673,22,false,0,1,0.6161720188158631,0.9521523770652692,0.57545959427789,10,10,70
n109,true,0.8414652449129555,0.06503572761475905,10,false,0,0,0.6475046204579276,0.531674708322227,0.979370823659142,10,10,70
n110,false,0.538154717385967,0.9217142910976492,15,false,0,1,0.08653638091146854,0.6786102302703196,0.7440791260259967,10,10,70
n112,false,0.4316802736466693,0.2891402304446558,12,false,0,1,0.4315919094597591,0.4665071138684465,0.5891533792028143,10,10,70
n113,false,0.29577927721511643,0.6750472081374603,12,false,0,1,0.5524430783914549,0.16786057127592846,0.6472497122110819,10,10,70
n114,false,0.21558367254987704,0.34435460640842663,12,false,0,1,0.6094468911329204,0.17662934957908377,0.2756575275402212,10,10,70
n115,false,0.06506121719973186,0.2942181964934306,11,false,0,1,0.9708399994724572,0.1344927655631722,0.5237067581714819,10,10,70
n117,false,0.031093927431336068,0.43476040317929504,12,false,0,1,0.9270385548900216,0.6813662949534371,0.768552444625526,10,10,70
n121,false,0.16872466797439697,0.6649726345618567,52,false,0,1,0.16973299969812664,0.34134659318746374,0.7592657863730822,10,10,70
n124,false,0.24818147657857625,0.3638198795930645,12,false,0,1,0.4247885967945646,0.3850170935386954,0.9101305824456051,10,10,70
n127,false,0.10039305797988701,0.7715533757098544,13,false,0,1,0.6619932523781685,0.3859151062066043,0.8086141808077997,10,10,70
n130,false,0.1411802236666746,0.6448625913535759,12,false,0,1,0.883149124858625,0.19307895926783297,0.5458505287557109,10,10,70
