id,isSmoker,willpower,health,smokedPerDay,givingUp,stepsSinceGiveUp,giveUpAttempts,influenceability,persuasiveness,sociable,maxInDegree,maxOutDegree,cigLimit
n0,false,0.2509761439993625,0.5194616602312451,12,false,0,1,0.567154029026766,0.26444851335458397,0.4450878813640151,10,10,70
n1,true,0.14747070869154322,0.12479948038464733,12,false,0,0,0.24486701391518495,0.6450898821779574,0.219915457707192,10,10,70
n2,false,0.3174513824810242,0.5448015316304133,12,false,0,1,0.46837430136549557,0.3605542990917291,0.8972759475418117,10,10,70
n3,true,0.007362966698040152,0.1910652792162164,17,false,0,0,0.5348820294224614,0.8139950712959705,0.07595471670217813,10,10,70
n4,false,0.28704431845017175,0.5022678615912127,11,false,0,1,0.37342892466328526,0.2742215824632872,0.840575071327416,10,10,70
n6,false,0.08224564123766523,0.8739448169163045,13,false,0,1,0.9969502184780051,0.8172104101602817,0.7929599181749184,10,10,70
n9,false,0.2010077778440445,0.39675894939436634,11,false,0,1,0.8319988297312417,0.11734969515403665,0.36557837127056514,10,10,70
n10,false,0.25032397749323654,0.5491481337417305,12,false,0,1,0.720750238786346,0.6506536049662636,0.4620361204540254,10,10,70
n12,false,0.8729022467302371,0.5612563569912731,0,false,0,0,0.10059166722887682,0.0018247286134043805,0.5597288968719627,10,10,70
n13,false,0.6044320591580369,0.8431941880691162,10,false,0,1,0.03904253840086846,0.8978677128087292,0.05722521380729462,10,10,70
n15,false,0.37685849052556764,0.6913629616106184,13,false,0,1,0.44064128771816746,0.9979874738946077,0.8952486235541306,10,10,70
n19,false,0.5755597955011993,0.9991737312649481,0,false,0,0,0.030001374106452795,0.2980474981321732,0.8345130043941151,10,10,70
n23,true,0.30812458616394534,0.11492422204351506,12,false,0,0,0.7349931456656542,0.9301531403341571,0.6071228680604048,10,10,70
n26,false,0.11425387025532845,0.6681818774955885,12,false,0,1,1.0074886003026602,0.812455796472062,0.5069426793701881,10,10,70
n29,true,0.026885509061737034,0.11326890004818195,14,false,0,0,0.5402437750472555,0.7778786568638008,0.7207749337085737,10,10,70
n35,false,0.09416343844601593,0.9994216813775408,0,false,0,0,0.0831107504308743,0.5046750844216065,0.36943808839464876,10,10,70
n36,false,0.12574951534528656,0.2660144427828314,19,true,41,1,0.5172746338048396,0.45092846477637527,0.47494003247339733,10,10,70
n37,false,0.4947200430353176,0.4320867434317394,12,false,0,1,0.25448252376782676,0.31545217461466657,0.9176479534733712,10,10,70
n39,false,0.08735407136147813,0.47346599991243093,12,false,0,1,0.7019288233275459,0.17605711384654144,0.8741847330930175,10,10,70
n45,false,0.3567987652833171,0.41002309545414445,12,false,0,1,0.6583859897981036,0.6840287536051073,0.5195569796655163,10,10,70
n46,false,0.21806712844454973,0.34969389992468136,12,false,0,1,0.5117670559233624,0.4647018350985956,0.8787689766806486,10,10,70
n47,false,0.37927264688039347,0.5614124500303921,14,false,0,1,0.32359253850131614,0.9741790013246413,0.9147152123803776,10,10,70
n49,true,0.23076150017297847,0.15154475259319067,18,false,0,0,0.3272672885316281,0.9146686945715459,0.863332926291588,10,10,70
n51,true,0.1443420499721373,0.15572041417092553,12,false,0,0,0.6219211632363569,0.2911770772002791,0.9598607358584166,10,10,70
n52,false,0.10016033046355217,0.6855441629749535,11,false,0,1,0.9989866069759029,0.4294087822527641,0.708859716393244,10,10,70
n58,true,0.08288070538182779,0.2178712824733904,15,false,0,0,0.7272667210177701,0.9043314253494787,0.7601824542617892,10,10,70
n59,false,0.33308948138121974,0.7396817384472056,0,false,0,0,0.7078792253452716,0.10714570383372296,0.7381795607166244,10,10,70
n64,true,0.013183680193876834,0.1427584581504409,12,false,0,0,0.2614899722221703,0.7641894076480862,0.5418666380998519,10,10,70
n67,false,0.35586890723081016,0.367725893356467,12,false,0,1,0.02355868857828674,0.6773547014336847,0.7511076302345607,10,10,70
n68,false,0.11100200359990828,0.6413822743463578,14,false,0,1,0.9598680854044292,0.9546624027244608,0.9862876073582021,10,10,70
n69,false,0.28667806785401906,0.4765734616581356,12,false,0,1,0.4781347811712714,0.7248927556186822,0.6335859706586742,10,10,70
n71,false,0.1397924345345412,0.409777044020087,12,false,0,1,0.7356164933279186,0.5075093802227116,0.8363772244808029,10,10,70
n72,false,0.23457346985683225,0.3410285415885909,27,false,0,1,0.4681346381049002,0.5747811097652039,0.8469634725853292,10,10,70
n74,false,0.10185887040491612,0.62194896075378,12,false,0,1,0.9504247344962785,0.5289400558021241,0.6788876601211308,10,10,70
n78,true,0.12154651870974464,0.07920901503102389,13,false,0,0,0.2258361918839898,0.37497491105055025,0.7734101928362666,10,10,70
n79,false,0.22981757218901613,0.6358574994672453,13,false,0,1,0.8122293068097777,0.5462446347812004,0.665956948103032,10,10,70
n81,false,0.24692680980960002,0.8285739222178669,21,false,0,1,0.6686380418261109,0.721056923311649,0.6280536178651954,10,10,70
n82,false,0.2592231453778662,0.9020036727677861,12,false,0,1,0.8173418731537601,0.9106629549361349,0.4020031721611733,10,10,70
n83,true,0.7615932393434792,0.6290386027184348,12,false,0,0,0.5623717326036167,0.7390551168391102,0.868974993855191,10,10,70
n85,false,0.24396366654879267,0.6316382734019392,13,false,0,1,0.7147301580031964,0.5785538716718274,0.9154262457538457,10,10,70
n90,false,0.3523323185298852,0.6094843922679027,15,false,0,1,0.4691157407101735,0.5219947717666773,0.5711136415716164,10,10,70
n93,true,0.4839909705366099,0.15085042197648754,12,false,0,0,0.45097607170696485,0.8197040163127012,0.3229522084554141,10,10,70
n97,true,0.3679366783925168,0.24079057855192637,22,false,0,0,0.7043123675021753,0.5680600512211526,0.12407681276434118,10,10,70
n98,false,0.12341248371007017,0.9130977159192928,18,false,0,1,0.9563082538447588,0.6644852762916319,0.4898919017265134,10,10,70
n99,true,0.20456465955637143,0.12980313345147435,13,false,0,0,0.2979643236552203,0.32755755519792396,0.2466145981396456,10,10,70
n101,true,0.5256252171588489,0.1390470820726613,13,false,0,0,0.5713281795027747,0.3044753011483482,0.4819985926331248,10,10,70
n104,false,0.17047980855938405,0.45250568659968243,12,false,0,1,0.9333219772466267,0.5498736890627411,0.7304395123141707,10,10,70
n106,false,0.221247747435957,0.6395941663842651,13,false,0,1,0.8206741310939801,0.09694234401408336,0.21054606519202523,10,10,70
n108,false,0.12572304532944867,0.6010537544605099,22,false,0,1,0.6471005501209436,0.9521523770652692,0.57545959427789,10,10,70
n109,true,0.8414652449129555,0.03974445433094289,10,false,0,0,0.6475046204579276,0.531674708322227,0.979370823659142,10,10,70
n110,false,0.538154717385967,0.9679794060915724,15,false,0,1,0.09088004320757896,0.6786102302703196,0.7440791260259967,10,10,70
n112,false,0.4316802736466693,0.3036535195843532,12,false,0,1,0.45325550903118755,0.4665071138684465,0.5891533792028143,10,10,70
n113,false,0.29577927721511643,0.7089309582457657,12,false,0,1,0.5801727586147486,0.16786057127592846,0.6472497122110819,10,10,70
n114,false,0.21558367254987704,0.36163936115081036,12,false,0,1,0.640037857089817,0.17662934957908377,0.2756575275402212,10,10,70
n115,false,0.06506121719973186,0.3089863722996915,11,false,0,1,1.0195709616047726,0.1344927655631722,0.5237067581714819,10,10,70
n117,false,0.031093927431336068,0.4565830441453375,12,false,0,1,0.973570919376538,0.6813662949534371,0.768552444625526,10,10,70
n121,false,0.16872466797439697,0.6983506950985755,52,false,0,1,0.1782526861401647,0.34134659318746374,0.7592657863730822,10,10,70
n124,false,0.24818147657857625,0.3820816866725699,12,false,0,1,0.4461107065509442,0.3850170935386954,0.9101305824456051,10,10,70
n127,false,0.10039305797988701,0.8102812179446275,13,false,0,1,0.6952217639053184,0.3859151062066043,0.8086141808077997,10,10,70
n130,false,0.1411802236666746,0.6772312355553741,12,false,0,1,0.9274784753016005,0.19307895926783297,0.5458505287557109,10,10,70
n136,false,0.42354748883249294,0.6289715716972032,13,false,0,1,0.3955708120459372,0.7824489380688562,0.4609477386316378,10,10,70
n137,false,0.12069907016979495,0.544869964563048,12,false,0,1,0.8929950165388822,0.4502076488342208,0.7778141439083079,10,10,70
n139,false,0.10443449011280401,0.7033450687980138,53,false,0,1,0.6623910749323357,0.48664993256480454,0.8512187503031523,10,10,70
n141,false,0.05072642145496413,0.3579953230635248,13,false,0,1,0.4788038880279207,0.4510839866503897,0.8608105690972766,10,10,70
n148,false,0.011556884162022829,0.6660951592682464,14,false,0,1,1.141607900328778,0.6361931251680174,0.6299370951628419,10,10,70
n150,false,0.02288723394991259,0.32975084376852115,11,false,0,1,1.0321073280702984,0.7534733635228068,0.7035212465165157,10,10,70
n151,true,0.3381522819936373,0.17331834537428184,12,false,0,0,0.8029019195159154,0.6273779919399206,0.4226321701482397,10,10,70
n153,false,0.4650777476090001,0.7577594542069932,0,false,0,0,0.030649628457611277,0.8168859297342681,0.42343227646712445,10,10,70
n154,true,0.01873682896574136,0.25470019374189135,17,false,0,0,0.746593585352179,0.9437952589948229,0.9811283071950951,10,10,70
n157,false,0.1280688545021277,0.4735203116788921,14,false,0,1,0.8089942584647772,0.1682369440485723,0.7510697078820116,10,10,70
n158,false,0.14186776479773194,0.8748038764107691,15,false,0,1,0.8531727343183215,0.5196611601330423,0.8835703650000867,10,10,70
n161,false,0.5848794534012454,0.5647890316040712,0,false,0,0,0.15746725279796497,0.29957740263750554,0.9050095587403939,10,10,70
n163,true,0.10583698368478334,0.1239171870093597,11,false,0,0,0.2140690776486167,0.7745028077314209,0.15869644037489644,10,10,70
n167,false,0.11404532847478044,0.4207083792640381,12,false,0,1,0.6911945158184256,0.5362457087422731,0.6238976391553575,10,10,70
n168,false,0.29587911067429673,0.6034325042324282,13,false,0,1,0.5495732852763089,0.5176465582814251,0.5194599134568705,10,10,70
n170,false,0.0936506507903323,0.5516949302435906,12,false,0,1,0.9338268004151181,0.5123808679206453,0.9111360767679508,10,10,70
n172,false,0.36754346623299916,0.964993710712275,35,false,0,1,0.30806976757446347,0.462923950787652,0.8071011366034051,10,10,70
n174,false,0.1412556499751283,0.28466860232350083,13,false,0,1,0.48166223441007067,0.47356526035185176,0.7954005562218402,10,10,70
n176,false,0.7085050092417163,0.7355100788047525,12,false,0,1,1.1683856002595123,0.18767149599132282,0.8117237950892882,10,10,70
n178,false,0.14892371512578692,0.3598170641343604,12,false,0,1,0.7196113259493826,0.3511241204752865,0.9109360853305051,10,10,70
n183,true,0.10927054198263592,0.11578985521562761,14,false,0,0,0.5753104580692182,0.6243164701286881,0.2667815776694297,10,10,70
n186,false,0.08676605798913761,0.23829360816371478,12,true,45,1,0.7276248590229601,0.8322372627325556,0.8676621105005713,10,10,70
n187,false,0.018516617131071368,0.41637175778168006,12,false,0,1,1.053157887069873,0.6634012172696209,0.996479824120139,10,10,70
