id,isSmoker,willpower,health,smokedPerDay,givingUp,stepsSinceGiveUp,giveUpAttempts,influenceability,persuasiveness,sociable,maxInDegree,maxOutDegree,cigLimit
n0,false,0.2509761439993625,0.45662270703834523,12,true,2,1,0.4985457597132762,0.26444851335458397,0.4450878813640151,10,10,70
n1,true,0.14747070869154322,0.456323330992056,12,false,0,0,0.24486701391518495,0.6450898821779574,0.219915457707192,10,10,70
n2,true,0.6101721796345212,0.4842183103251023,12,false,0,0,0.4121270694795848,0.3605542990917291,0.8972759475418117,10,10,70
n3,true,0.007362966698040152,0.6986210549927641,17,false,0,0,0.5348820294224614,0.8139950712959705,0.07595471670217813,10,10,70
n4,true,0.8424270162034311,0.47177257666200173,11,false,0,0,0.3302299236162659,0.2742215824632872,0.840575071327416,10,10,70
n6,false,0.08224564123766523,0.7682242572527979,13,true,31,1,0.8763497720721958,0.8172104101602817,0.7929599181749184,10,10,70
n9,false,0.2010077778440445,0.3487632666354924,11,true,47,1,0.7313524499873442,0.11734969515403665,0.36557837127056514,10,10,70
n10,false,0.25032397749323654,0.48271802635555056,12,true,26,1,0.6335615317339245,0.6506536049662636,0.4620361204540254,10,10,70
n12,false,0.8729022467302371,0.49336152538716244,0,true,50,0,0.08842315595553803,0.0018247286134043805,0.5597288968719627,10,10,70
n13,false,0.6044320591580369,0.7411935128065501,10,true,43,1,0.03431958687060146,0.8978677128087292,0.05722521380729462,10,10,70
n15,false,0.37685849052556764,0.6077292151573866,13,true,22,1,0.3873371858496005,0.9979874738946077,0.8952486235541306,10,10,70
n19,false,0.5755597955011993,0.9104829178641055,0,false,0,0,0.026372126584395382,0.2980474981321732,0.8345130043941151,10,10,70
n23,true,0.30812458616394534,0.4202149211914417,12,false,0,0,0.7349931456656542,0.9301531403341571,0.6071228680604048,10,10,70
n26,false,0.11425387025532845,0.5873523323360897,12,true,27,1,0.8856133324174109,0.812455796472062,0.5069426793701881,10,10,70
n29,true,0.026885509061737034,0.4141623154879028,14,false,0,0,0.5402437750472555,0.7778786568638008,0.7207749337085737,10,10,70
