id,isSmoker,willpower,health,smokedPerDay,givingUp,stepsSinceGiveUp,giveUpAttempts,influenceability,persuasiveness,sociable,maxInDegree,maxOutDegree,cigLimit
n0,false,0.2509761439993625,0.5091807185821575,12,false,0,1,0.5559291823732644,0.26444851335458397,0.4450878813640151,10,10,70
n1,true,0.14747070869154322,0.1525839611426592,12,false,0,0,0.24486701391518495,0.6450898821779574,0.219915457707192,10,10,70
n2,false,0.3174513824810242,0.534019075126246,12,false,0,1,0.45910445677267764,0.3605542990917291,0.8972759475418117,10,10,70
n3,true,0.007362966698040152,0.2336027125255959,17,false,0,0,0.5348820294224614,0.8139950712959705,0.07595471670217813,10,10,70
n4,false,0.28704431845017175,0.492327211544138,11,false,0,1,0.36603819445456165,0.2742215824632872,0.840575071327416,10,10,70
n6,false,0.08224564123766523,0.8566481108163021,13,false,0,1,0.9772190471367849,0.8172104101602817,0.7929599181749184,10,10,70
n9,false,0.2010077778440445,0.3889064822735763,11,false,0,1,0.8155322989447957,0.11734969515403665,0.36557837127056514,10,10,70
n10,false,0.25032397749323654,0.5382796513263183,12,false,0,1,0.7064854879571323,0.6506536049662636,0.4620361204540254,10,10,70
n12,false,0.8729022467302371,0.5501482342977944,0,false,0,0,0.09860080410973127,0.0018247286134043805,0.5597288968719627,10,10,70
n13,false,0.6044320591580369,0.8265060839989732,10,false,0,1,0.038269826784475235,0.8978677128087292,0.05722521380729462,10,10,70
n15,false,0.37685849052556764,0.6776798299941383,13,false,0,1,0.43192032192986923,0.9979874738946077,0.8952486235541306,10,10,70
n19,false,0.5755597955011993,0.9991737312649481,0,false,0,0,0.029407600975162262,0.2980474981321732,0.8345130043941151,10,10,70
n23,true,0.30812458616394534,0.14051014456623698,12,false,0,0,0.7349931456656542,0.9301531403341571,0.6071228680604048,10,10,70
n26,false,0.11425387025532845,0.6549575350283274,12,false,0,1,0.9875488582488933,0.812455796472062,0.5069426793701881,10,10,70
n29,true,0.026885509061737034,0.13848629329509363,14,false,0,0,0.5402437750472555,0.7778786568638008,0.7207749337085737,10,10,70
n35,false,0.09416343844601593,0.9994216813775408,0,false,0,0,0.08146586142171947,0.5046750844216065,0.36943808839464876,10,10,70
n36,false,0.12574951534528656,0.26074960964221533,19,true,21,1,0.5070369767574776,0.45092846477637527,0.47494003247339733,10,10,70
n37,false,0.4947200430353176,0.4235350851734793,12,false,0,1,0.24944592496204598,0.31545217461466657,0.9176479534733712,10,10,70
