id,isSmoker,willpower,health,smokedPerDay,givingUp,stepsSinceGiveUp,giveUpAttempts,influenceability,persuasiveness,sociable,maxInDegree,maxOutDegree,cigLimit
n0,false,0.2509761439993625,0.46584244226276955,12,true,22,1,0.5086119693672563,0.26444851335458397,0.4450878813640151,10,10,70
n1,true,0.14747070869154322,0.37323001820588003,12,false,0,0,0.24486701391518495,0.6450898821779574,0.219915457707192,10,10,70
n2,false,0.3174513824810242,0.4885667133359379,12,true,20,1,0.4200283584819161,0.3605542990917291,0.8972759475418117,10,10,70
n3,true,0.007362966698040152,0.5714070076300785,17,false,0,0,0.5348820294224614,0.8139950712959705,0.07595471670217813,10,10,70
n4,false,0.28704431845017175,0.45042340027479794,11,true,15,1,0.33488331400485727,0.2742215824632872,0.840575071327416,10,10,70
n6,false,0.08224564123766523,0.783735584516372,13,false,0,1,0.8940442772686092,0.8172104101602817,0.7929599181749184,10,10,70
n9,false,0.2010077778440445,0.35580519627416557,11,false,0,1,0.7461192932491516,0.11734969515403665,0.36557837127056514,10,10,70
n10,false,0.25032397749323654,0.49246465595249084,12,true,46,1,0.6463538643992314,0.6506536049662636,0.4620361204540254,10,10,70
n12,false,0.8729022467302371,0.5033230594148731,0,false,0,0,0.09020852070646268,0.0018247286134043805,0.5597288968719627,10,10,70
n13,false,0.6044320591580369,0.7561590583933221,10,false,0,1,0.03501253862065976,0.8978677128087292,0.05722521380729462,10,10,70
n15,false,0.37685849052556764,0.6199999637766134,13,true,42,1,0.39515796707896494,0.9979874738946077,0.8952486235541306,10,10,70
n19,false,0.5755597955011993,0.9288666103517496,0,false,0,0,0.026904610012541488,0.2980474981321732,0.8345130043941151,10,10,70
n23,true,0.30812458616394534,0.34369669932435387,12,false,0,0,0.7349931456656542,0.9301531403341571,0.6071228680604048,10,10,70
n26,false,0.11425387025532845,0.5992116483624654,12,true,47,1,0.903494879502679,0.812455796472062,0.5069426793701881,10,10,70
n29,true,0.026885509061737034,0.33874623112888874,14,false,0,0,0.5402437750472555,0.7778786568638008,0.7207749337085737,10,10,70
n35,false,0.09416343844601593,0.9994216813775408,0,false,0,0,0.07453199710980563,0.5046750844216065,0.36943808839464876,10,10,70
n36,true,0.46689100308268733,0.5113446189899974,19,false,0,0,0.4970019386188537,0.45092846477637527,0.47494003247339733,10,10,70
n37,false,0.4947200430353176,0.387486429200576,12,true,26,1,0.228214648858636,0.31545217461466657,0.9176479534733712,10,10,70
n39,true,0.8091645619294809,0.611416968147748,12,false,0,0,0.6505837145540875,0.17605711384654144,0.8741847330930175,10,10,70
n45,false,0.3567987652833171,0.36770020733670755,12,true,33,1,0.5904268994608876,0.6840287536051073,0.5195569796655163,10,10,70
n46,false,0.21806712844454973,0.31359823612928045,12,true,10,1,0.4589420807203326,0.4647018350985956,0.8787689766806486,10,10,70
n47,false,0.37927264688039347,0.5034630404146844,14,true,24,1,0.2901910765971777,0.9741790013246413,0.9147152123803776,10,10,70
n49,true,0.23076150017297847,0.45321543483221266,18,false,0,0,0.3272672885316281,0.9146686945715459,0.863332926291588,10,10,70
