nullhealth0,health1,health2,health3,health4,health5,health6,health7,health8,health9,health10,health11,health12,health13
0.8146215833981901,0.8146215833981901,0.8146215833981901,0.8146215833981901,0.8146215833981901,0.8146215833981901,0.8146215833981901,0.8146215833981901,0.8146215833981901,0.8146215833981901,0.8146215833981901,0.8146215833981901,0.8146215833981901,0.8146215833981901
0.48864016690441314,0.48864016690441314,0.48864016690441314,0.48864016690441314,0.48864016690441314,0.48864016690441314,0.48864016690441314,0.48864016690441314,0.48864016690441314,0.48864016690441314,0.48864016690441314,0.48864016690441314,0.48864016690441314,0.48864016690441314
0.7244316389173926,0.7244316389173926,0.7244316389173926,0.7244316389173926,0.7244316389173926,0.7244316389173926,0.7244316389173926,0.7244316389173926,0.7244316389173926,0.7244316389173926,0.7244316389173926,0.7244316389173926,0.7244316389173926,0.7244316389173926
0.721699649801454,0.721699649801454,0.721699649801454,0.721699649801454,0.721699649801454,0.721699649801454,0.721699649801454,0.721699649801454,0.721699649801454,0.721699649801454,0.721699649801454,0.721699649801454,0.721699649801454,0.721699649801454
0.5377870572728664,0.5377870572728664,0.5377870572728664,0.5377870572728664,0.5377870572728664,0.5377870572728664,0.5377870572728664,0.5377870572728664,0.5377870572728664,0.5377870572728664,0.5377870572728664,0.5377870572728664,0.5377870572728664,0.5377870572728664
0.47223665009862437,0.47223665009862437,0.47223665009862437,0.47223665009862437,0.47223665009862437,0.47223665009862437,0.47223665009862437,0.47223665009862437,0.47223665009862437,0.47223665009862437,0.47223665009862437,0.47223665009862437,0.47223665009862437,0.47223665009862437
0.5283067276392682,0.5283067276392682,0.5283067276392682,0.5283067276392682,0.5283067276392682,0.5283067276392682,0.5283067276392682,0.5283067276392682,0.5283067276392682,0.5283067276392682,0.5283067276392682,0.5283067276392682,0.5283067276392682,0.5283067276392682
0.4241575732486974,0.4241575732486974,0.4241575732486974,0.4241575732486974,0.4241575732486974,0.4241575732486974,0.4241575732486974,0.4241575732486974,0.4241575732486974,0.4241575732486974,0.4241575732486974,0.4241575732486974,0.4241575732486974,0.4241575732486974
0.5349961002217618,0.5349961002217618,0.5349961002217618,0.5349961002217618,0.5349961002217618,0.5349961002217618,0.5349961002217618,0.5349961002217618,0.5349961002217618,0.5349961002217618,0.5349961002217618,0.5349961002217618,0.5349961002217618,0.5349961002217618
0.8409393764720359,0.8409393764720359,0.8409393764720359,0.8409393764720359,0.8409393764720359,0.8409393764720359,0.8409393764720359,0.8409393764720359,0.8409393764720359,0.8409393764720359,0.8409393764720359,0.8409393764720359,0.8409393764720359,0.8409393764720359
0.4135265546126443,0.4135265546126443,0.4135265546126443,0.4135265546126443,0.4135265546126443,0.4135265546126443,0.4135265546126443,0.4135265546126443,0.4135265546126443,0.4135265546126443,0.4135265546126443,0.4135265546126443,0.4135265546126443,0.4135265546126443
0.49300189708312925,0.49300189708312925,0.49300189708312925,0.49300189708312925,0.49300189708312925,0.49300189708312925,0.49300189708312925,0.49300189708312925,0.49300189708312925,0.49300189708312925,0.49300189708312925,0.49300189708312925,0.49300189708312925,0.49300189708312925
0.5213809116439999,0.5213809116439999,0.5213809116439999,0.5213809116439999,0.5213809116439999,0.5213809116439999,0.5213809116439999,0.5213809116439999,0.5213809116439999,0.5213809116439999,0.5213809116439999,0.5213809116439999,0.5213809116439999,0.5213809116439999
0.7025996719271497,0.7025996719271497,0.7025996719271497,0.7025996719271497,0.7025996719271497,0.7025996719271497,0.7025996719271497,0.7025996719271497,0.7025996719271497,0.7025996719271497,0.7025996719271497,0.7025996719271497,0.7025996719271497,0.7025996719271497
0.5293195412084423,0.5293195412084423,0.5293195412084423,0.5293195412084423,0.5293195412084423,0.5293195412084423,0.5293195412084423,0.5293195412084423,0.5293195412084423,0.5293195412084423,0.5293195412084423,0.5293195412084423,0.5293195412084423,0.5293195412084423
0.9258070133764963,0.9258070133764963,0.9258070133764963,0.9258070133764963,0.9258070133764963,0.9258070133764963,0.9258070133764963,0.9258070133764963,0.9258070133764963,0.9258070133764963,0.9258070133764963,0.9258070133764963,0.9258070133764963,0.9258070133764963
0.6786836285600912,0.6786836285600912,0.6786836285600912,0.6786836285600912,0.6786836285600912,0.6786836285600912,0.6786836285600912,0.6786836285600912,0.6786836285600912,0.6786836285600912,0.6786836285600912,0.6786836285600912,0.6786836285600912,0.6786836285600912
0.6132212873340623,0.6132212873340623,0.6132212873340623,0.6132212873340623,0.6132212873340623,0.6132212873340623,0.6132212873340623,0.6132212873340623,0.6132212873340623,0.6132212873340623,0.6132212873340623,0.6132212873340623,0.6132212873340623,0.6132212873340623
0.374297286378818,0.374297286378818,0.374297286378818,0.374297286378818,0.374297286378818,0.374297286378818,0.374297286378818,0.374297286378818,0.374297286378818,0.374297286378818,0.374297286378818,0.374297286378818,0.374297286378818,0.374297286378818
0.8029668178393167,0.8029668178393167,0.8029668178393167,0.8029668178393167,0.8029668178393167,0.8029668178393167,0.8029668178393167,0.8029668178393167,0.8029668178393167,0.8029668178393167,0.8029668178393167,0.8029668178393167,0.8029668178393167,0.8029668178393167
0.7018407234895997,0.7018407234895997,0.7018407234895997,0.7018407234895997,0.7018407234895997,0.7018407234895997,0.7018407234895997,0.7018407234895997,0.7018407234895997,0.7018407234895997,0.7018407234895997,0.7018407234895997,0.7018407234895997,0.7018407234895997
0.8738530175774449,0.8738530175774449,0.8738530175774449,0.8738530175774449,0.8738530175774449,0.8738530175774449,0.8738530175774449,0.8738530175774449,0.8738530175774449,0.8738530175774449,0.8738530175774449,0.8738530175774449,0.8738530175774449,0.8738530175774449
0.6742524757475414,0.6742524757475414,0.6742524757475414,0.6742524757475414,0.6742524757475414,0.6742524757475414,0.6742524757475414,0.6742524757475414,0.6742524757475414,0.6742524757475414,0.6742524757475414,0.6742524757475414,0.6742524757475414,0.6742524757475414
0.6342824199635788,0.6342824199635788,0.6342824199635788,0.6342824199635788,0.6342824199635788,0.6342824199635788,0.6342824199635788,0.6342824199635788,0.6342824199635788,0.6342824199635788,0.6342824199635788,0.6342824199635788,0.6342824199635788,0.6342824199635788
0.5203392354450361,0.5203392354450361,0.5203392354450361,0.5203392354450361,0.5203392354450361,0.5203392354450361,0.5203392354450361,0.5203392354450361,0.5203392354450361,0.5203392354450361,0.5203392354450361,0.5203392354450361,0.5203392354450361,0.5203392354450361
0.505129216220902,0.505129216220902,0.505129216220902,0.505129216220902,0.505129216220902,0.505129216220902,0.505129216220902,0.505129216220902,0.505129216220902,0.505129216220902,0.505129216220902,0.505129216220902,0.505129216220902,0.505129216220902
0.46418213543835457,0.46418213543835457,0.46418213543835457,0.46418213543835457,0.46418213543835457,0.46418213543835457,0.46418213543835457,0.46418213543835457,0.46418213543835457,0.46418213543835457,0.46418213543835457,0.46418213543835457,0.46418213543835457,0.46418213543835457
0.623876201529064,0.623876201529064,0.623876201529064,0.623876201529064,0.623876201529064,0.623876201529064,0.623876201529064,0.623876201529064,0.623876201529064,0.623876201529064,0.623876201529064,0.623876201529064,0.623876201529064,0.623876201529064
0.4458424198727802,0.4458424198727802,0.4458424198727802,0.4458424198727802,0.4458424198727802,0.4458424198727802,0.4458424198727802,0.4458424198727802,0.4458424198727802,0.4458424198727802,0.4458424198727802,0.4458424198727802,0.4458424198727802,0.4458424198727802
0.723709242260152,0.723709242260152,0.723709242260152,0.723709242260152,0.723709242260152,0.723709242260152,0.723709242260152,0.723709242260152,0.723709242260152,0.723709242260152,0.723709242260152,0.723709242260152,0.723709242260152,0.723709242260152
0.8525352874435791,0.8525352874435791,0.8525352874435791,0.8525352874435791,0.8525352874435791,0.8525352874435791,0.8525352874435791,0.8525352874435791,0.8525352874435791,0.8525352874435791,0.8525352874435791,0.8525352874435791,0.8525352874435791,0.8525352874435791
0.5191609993565037,0.5191609993565037,0.5191609993565037,0.5191609993565037,0.5191609993565037,0.5191609993565037,0.5191609993565037,0.5191609993565037,0.5191609993565037,0.5191609993565037,0.5191609993565037,0.5191609993565037,0.5191609993565037,0.5191609993565037
0.7692648718134195,0.7692648718134195,0.7692648718134195,0.7692648718134195,0.7692648718134195,0.7692648718134195,0.7692648718134195,0.7692648718134195,0.7692648718134195,0.7692648718134195,0.7692648718134195,0.7692648718134195,0.7692648718134195,0.7692648718134195
0.9223659094169796,0.9223659094169796,0.9223659094169796,0.9223659094169796,0.9223659094169796,0.9223659094169796,0.9223659094169796,0.9223659094169796,0.9223659094169796,0.9223659094169796,0.9223659094169796,0.9223659094169796,0.9223659094169796,0.9223659094169796
0.7165426015780096,0.7165426015780096,0.7165426015780096,0.7165426015780096,0.7165426015780096,0.7165426015780096,0.7165426015780096,0.7165426015780096,0.7165426015780096,0.7165426015780096,0.7165426015780096,0.7165426015780096,0.7165426015780096,0.7165426015780096
0.8249425634361083,0.8249425634361083,0.8249425634361083,0.8249425634361083,0.8249425634361083,0.8249425634361083,0.8249425634361083,0.8249425634361083,0.8249425634361083,0.8249425634361083,0.8249425634361083,0.8249425634361083,0.8249425634361083,0.8249425634361083
0.4594259176986832,0.4594259176986832,0.4594259176986832,0.4594259176986832,0.4594259176986832,0.4594259176986832,0.4594259176986832,0.4594259176986832,0.4594259176986832,0.4594259176986832,0.4594259176986832,0.4594259176986832,0.4594259176986832,0.4594259176986832
0.6981486342816986,0.6981486342816986,0.6981486342816986,0.6981486342816986,0.6981486342816986,0.6981486342816986,0.6981486342816986,0.6981486342816986,0.6981486342816986,0.6981486342816986,0.6981486342816986,0.6981486342816986,0.6981486342816986,0.6981486342816986
0.44459219064266225,0.44459219064266225,0.44459219064266225,0.44459219064266225,0.44459219064266225,0.44459219064266225,0.44459219064266225,0.44459219064266225,0.44459219064266225,0.44459219064266225,0.44459219064266225,0.44459219064266225,0.44459219064266225,0.44459219064266225
0.30827678444789197,0.30827678444789197,0.30827678444789197,0.30827678444789197,0.30827678444789197,0.30827678444789197,0.30827678444789197,0.30827678444789197,0.30827678444789197,0.30827678444789197,0.30827678444789197,0.30827678444789197,0.30827678444789197,0.30827678444789197
0.6574135218747788,0.6574135218747788,0.6574135218747788,0.6574135218747788,0.6574135218747788,0.6574135218747788,0.6574135218747788,0.6574135218747788,0.6574135218747788,0.6574135218747788,0.6574135218747788,0.6574135218747788,0.6574135218747788,0.6574135218747788
0.5213284859822273,0.5213284859822273,0.5213284859822273,0.5213284859822273,0.5213284859822273,0.5213284859822273,0.5213284859822273,0.5213284859822273,0.5213284859822273,0.5213284859822273,0.5213284859822273,0.5213284859822273,0.5213284859822273,0.5213284859822273
0.5442873200328732,0.5442873200328732,0.5442873200328732,0.5442873200328732,0.5442873200328732,0.5442873200328732,0.5442873200328732,0.5442873200328732,0.5442873200328732,0.5442873200328732,0.5442873200328732,0.5442873200328732,0.5442873200328732,0.5442873200328732
0.734734520908271,0.734734520908271,0.734734520908271,0.734734520908271,0.734734520908271,0.734734520908271,0.734734520908271,0.734734520908271,0.734734520908271,0.734734520908271,0.734734520908271,0.734734520908271,0.734734520908271,0.734734520908271
0.5327877422415878,0.5327877422415878,0.5327877422415878,0.5327877422415878,0.5327877422415878,0.5327877422415878,0.5327877422415878,0.5327877422415878,0.5327877422415878,0.5327877422415878,0.5327877422415878,0.5327877422415878,0.5327877422415878,0.5327877422415878
0.8711209164705367,0.8711209164705367,0.8711209164705367,0.8711209164705367,0.8711209164705367,0.8711209164705367,0.8711209164705367,0.8711209164705367,0.8711209164705367,0.8711209164705367,0.8711209164705367,0.8711209164705367,0.8711209164705367,0.8711209164705367
0.7161195906376301,0.7161195906376301,0.7161195906376301,0.7161195906376301,0.7161195906376301,0.7161195906376301,0.7161195906376301,0.7161195906376301,0.7161195906376301,0.7161195906376301,0.7161195906376301,0.7161195906376301,0.7161195906376301,0.7161195906376301
0.48642391318692385,0.48642391318692385,0.48642391318692385,0.48642391318692385,0.48642391318692385,0.48642391318692385,0.48642391318692385,0.48642391318692385,0.48642391318692385,0.48642391318692385,0.48642391318692385,0.48642391318692385,0.48642391318692385,0.48642391318692385
0.592102991401144,0.592102991401144,0.592102991401144,0.592102991401144,0.592102991401144,0.592102991401144,0.592102991401144,0.592102991401144,0.592102991401144,0.592102991401144,0.592102991401144,0.592102991401144,0.592102991401144,0.592102991401144
0.6004372604906831,0.6004372604906831,0.6004372604906831,0.6004372604906831,0.6004372604906831,0.6004372604906831,0.6004372604906831,0.6004372604906831,0.6004372604906831,0.6004372604906831,0.6004372604906831,0.6004372604906831,0.6004372604906831,0.6004372604906831
0.2722422717692561,0.2722422717692561,0.2722422717692561,0.2722422717692561,0.2722422717692561,0.2722422717692561,0.2722422717692561,0.2722422717692561,0.2722422717692561,0.2722422717692561,0.2722422717692561,0.2722422717692561,0.2722422717692561,0.2722422717692561
0.748656220669559,0.748656220669559,0.748656220669559,0.748656220669559,0.748656220669559,0.748656220669559,0.748656220669559,0.748656220669559,0.748656220669559,0.748656220669559,0.748656220669559,0.748656220669559,0.748656220669559,0.748656220669559
0.681289376987143,0.681289376987143,0.681289376987143,0.681289376987143,0.681289376987143,0.681289376987143,0.681289376987143,0.681289376987143,0.681289376987143,0.681289376987143,0.681289376987143,0.681289376987143,0.681289376987143,0.681289376987143
0.768500222758343,0.768500222758343,0.768500222758343,0.768500222758343,0.768500222758343,0.768500222758343,0.768500222758343,0.768500222758343,0.768500222758343,0.768500222758343,0.768500222758343,0.768500222758343,0.768500222758343,0.768500222758343
0.9800717631602176,0.9800717631602176,0.9800717631602176,0.9800717631602176,0.9800717631602176,0.9800717631602176,0.9800717631602176,0.9800717631602176,0.9800717631602176,0.9800717631602176,0.9800717631602176,0.9800717631602176,0.9800717631602176,0.9800717631602176
0.7472711852814731,0.7472711852814731,0.7472711852814731,0.7472711852814731,0.7472711852814731,0.7472711852814731,0.7472711852814731,0.7472711852814731,0.7472711852814731,0.7472711852814731,0.7472711852814731,0.7472711852814731,0.7472711852814731,0.7472711852814731
0.8762895537305361,0.8762895537305361,0.8762895537305361,0.8762895537305361,0.8762895537305361,0.8762895537305361,0.8762895537305361,0.8762895537305361,0.8762895537305361,0.8762895537305361,0.8762895537305361,0.8762895537305361,0.8762895537305361,0.8762895537305361
0.7679960133747724,0.7679960133747724,0.7679960133747724,0.7679960133747724,0.7679960133747724,0.7679960133747724,0.7679960133747724,0.7679960133747724,0.7679960133747724,0.7679960133747724,0.7679960133747724,0.7679960133747724,0.7679960133747724,0.7679960133747724
0.745231397395507,0.745231397395507,0.745231397395507,0.745231397395507,0.745231397395507,0.745231397395507,0.745231397395507,0.745231397395507,0.745231397395507,0.745231397395507,0.745231397395507,0.745231397395507,0.745231397395507,0.745231397395507
0.32364917233040646,0.32364917233040646,0.32364917233040646,0.32364917233040646,0.32364917233040646,0.32364917233040646,0.32364917233040646,0.32364917233040646,0.32364917233040646,0.32364917233040646,0.32364917233040646,0.32364917233040646,0.32364917233040646,0.32364917233040646
0.5619227814514722,0.5619227814514722,0.5619227814514722,0.5619227814514722,0.5619227814514722,0.5619227814514722,0.5619227814514722,0.5619227814514722,0.5619227814514722,0.5619227814514722,0.5619227814514722,0.5619227814514722,0.5619227814514722,0.5619227814514722
0.9145670593121912,0.9145670593121912,0.9145670593121912,0.9145670593121912,0.9145670593121912,0.9145670593121912,0.9145670593121912,0.9145670593121912,0.9145670593121912,0.9145670593121912,0.9145670593121912,0.9145670593121912,0.9145670593121912,0.9145670593121912
0.7971163588999564,0.7971163588999564,0.7971163588999564,0.7971163588999564,0.7971163588999564,0.7971163588999564,0.7971163588999564,0.7971163588999564,0.7971163588999564,0.7971163588999564,0.7971163588999564,0.7971163588999564,0.7971163588999564,0.7971163588999564
0.9008387260511201,0.9008387260511201,0.9008387260511201,0.9008387260511201,0.9008387260511201,0.9008387260511201,0.9008387260511201,0.9008387260511201,0.9008387260511201,0.9008387260511201,0.9008387260511201,0.9008387260511201,0.9008387260511201,0.9008387260511201
0.9902641287329148,0.9902641287329148,0.9902641287329148,0.9902641287329148,0.9902641287329148,0.9902641287329148,0.9902641287329148,0.9902641287329148,0.9902641287329148,0.9902641287329148,0.9902641287329148,0.9902641287329148,0.9902641287329148,0.9902641287329148
0.5021066196139536,0.5021066196139536,0.5021066196139536,0.5021066196139536,0.5021066196139536,0.5021066196139536,0.5021066196139536,0.5021066196139536,0.5021066196139536,0.5021066196139536,0.5021066196139536,0.5021066196139536,0.5021066196139536,0.5021066196139536
0.6818892127229536,0.6818892127229536,0.6818892127229536,0.6818892127229536,0.6818892127229536,0.6818892127229536,0.6818892127229536,0.6818892127229536,0.6818892127229536,0.6818892127229536,0.6818892127229536,0.6818892127229536,0.6818892127229536,0.6818892127229536
