id,isSmoker,willpower,health,smokedPerDay,stress,givingUp,stepsSinceGiveUp,giveUpAttempts,influenceability,sociable,$SWITCH_TABLE$simconsts$Operations
n0,true,0.986419818472347,0.6782325618412,2,0.7378254813605802,false,0,1,0.8473272394338229,0.981069542734423,null
n1,true,0.9659060600834558,0.4187592174852289,0,0.41694305932979037,false,52,5,0.9560602402997076,0.3898969682114447,null
n2,true,0.9659837049147676,0.7024812990384499,0,0.7059932256378977,false,52,5,0.6947598008571043,0.32560503075435715,null
n3,true,0.9859944424587237,0.9110566393491797,2,0.5525934592775557,false,50,1,0.20818249735840694,0.9864614665494155,null
n8,true,0.053704868928314727,0.9548184927818808,1,0.5234648232860879,false,4,7,0.8461482043765672,0.9274161129055032,null
n13,true,0.9892861322574158,0.8121855168604779,3,0.3155153215196064,false,50,1,0.05758764059071919,0.3387355264485035,null
n16,true,0.2491092850926656,0.869144941773367,0,0.6492886978639147,false,52,10,0.44298337891427936,0.4419303837615338,null
n17,true,0.9860170650586716,0.7527206009114663,1,0.9431029648567355,false,0,1,0.2675334436483259,0.47438865073086645,null
n19,true,0.9662076753245336,0.7402234373254161,2,0.5275468540386724,false,2,5,0.5829216633821923,0.984067335228899,null
n21,true,0.9561855255434563,0.5942820785183253,0,0.3554621779911066,false,53,7,0.6431964989558581,0.5402697950556691,null
n31,true,0.9580899240578894,0.47267485971463785,0,0.6739382329001838,false,53,8,0.6803910726026033,0.7255129178298171,null
n32,true,0.9856948398563765,0.6396918173479182,0,0.41800362155738563,false,50,2,0.9712854473205015,0.1970234671338323,null
n35,true,0.9756708080166423,0.6286187007851065,0,0.17081001917642186,false,51,3,0.7381228251759294,0.08196179090031253,null
n37,true,0.9672230285168273,0.568000865030349,0,0.5172198086260097,false,52,5,0.35705862323924487,0.8615240637267105,null
n42,true,0.9795462826649053,0.48639423581114627,0,0.2794563969292267,false,51,4,0.392587505301174,0.3207686902492526,null
n43,true,0.9569982946623254,0.7056433700457782,0,0.41550758650387604,false,53,7,0.35596636029405343,0.2947655935237942,null
n47,true,0.8898384167523966,0.4480884599725703,1,0.3666863504743399,false,1,2,0.3193402791108717,0.34058412193772786,null
n48,true,0.3095760664365104,0.7444085047763401,1,0.007467462082421772,false,5,7,0.6201086893173196,0.8331927990279948,null
