id,isSmoker,willpower,health,smokedPerDay,stress,givingUp,stepsSinceGiveUp,giveUpAttempts,influenceability,sociable,maxInDegree,maxOutDegree,cigLimit,giveUpStepLimit,$SWITCH_TABLE$simconsts$Operations
n0,true,0.5390236781887079,0.6085436332455586,21,0.6083341011672715,false,0,0,0.534373433658893,0.6746420215678588,10,10,70,50,null
n1,true,0.7384287038465938,0.6143174525070457,20,0.5331119077172082,false,0,0,0.6244240002034682,0.4694043696439158,10,10,70,50,null
n2,false,0.1727432035321081,0.6291264512479896,0,0.7606921878308207,true,0,0,0.8718523243447722,0.1573932486246848,10,10,70,50,null
n3,true,0.7661569451524048,0.9217355792573436,13,0.6064366717944293,false,0,0,0.08032515357149705,0.852463608505948,10,10,70,50,null
n5,false,0.9968930589214946,0.7539697943451784,0,0.8684068512791129,true,0,0,0.5476671187574454,0.6920427223335459,10,10,70,50,null
n8,false,0.5526712553332659,0.5574142244686985,0,0.2801305063688604,false,0,0,0.2263312221341907,0.39139527873994184,10,10,70,50,null
n13,true,0.4148281895630887,0.15954787247729374,6,0.7041947420222802,false,0,0,0.886872972369038,0.8935682088161523,10,10,70,50,null
n14,false,0.7716272206912749,0.4548038829900177,0,0.5050103986007656,false,0,0,0.3026091940383865,0.7241085889679801,10,10,70,50,null
n16,false,0.6081432368209833,0.6452145990146514,0,0.10118011310932884,true,0,0,0.6865035091112202,0.5816330443361633,10,10,70,50,null
n17,false,0.5928170735285121,0.5693404786475686,0,0.32533743757994815,true,0,0,0.04356595204658098,0.46322354940329913,10,10,70,50,null
n18,true,0.8757478342619995,0.8013147618594951,21,0.9295067031176962,false,0,0,0.5590548489791299,0.3442980798710536,10,10,70,50,null
n19,true,0.9828656244868628,0.7112815621284728,20,0.23617801444102282,false,0,0,0.04818827474155207,0.4383964656202749,10,10,70,50,null
n24,true,0.32423394999680205,0.7544713672240068,5,0.8991142142134849,false,0,0,0.2719270035491047,0.5262099008820285,10,10,70,50,null
n27,false,0.6796118307624753,0.43386007017361455,0,0.4939087298353544,true,0,0,0.4937859463106788,0.7813517409237276,10,10,70,50,null
n31,true,0.7150069979828554,0.7432334476282499,4,0.816224593946012,false,0,0,0.19491264602564845,0.9105265541840228,10,10,70,50,null
n34,true,0.5236751958758331,0.6008469408686867,20,0.14549219809117309,false,0,0,0.4166385337995223,0.9306297059627996,10,10,70,50,null
n35,true,0.3149501803005781,0.758018512218274,5,0.24353668730652095,false,0,0,0.9603363454634357,0.5867354484537971,10,10,70,50,null
n42,true,0.7630915282945527,0.8494524544690722,4,0.6892822697246519,false,0,0,0.003710168351601595,0.27370783244595465,10,10,70,50,null
n44,true,0.025054156869381006,0.7706809388800289,21,0.03326528722568323,false,0,0,0.13610904936833418,0.912340698301263,10,10,70,50,null
n47,false,0.9546873633291306,0.7360732091450951,0,0.2888366019106149,false,0,0,0.7155206644262065,0.6618160734765526,10,10,70,50,null
n48,false,0.5425047961804329,0.6486579638256526,0,0.8840530574947087,false,0,0,0.30153199835754063,0.9222858360395346,10,10,70,50,null
n49,true,0.9326488458095357,0.692218116080838,19,0.14320743535907637,false,0,0,0.20718167640955804,0.6621831099428367,10,10,70,50,null
n58,true,0.7908354987543679,0.8486983922324478,6,0.6686459994934731,false,0,0,0.8589746334361898,0.7109959319483593,10,10,70,50,null
n59,true,0.6972280766263319,0.793911804915975,20,0.09059239539803832,false,0,0,0.6790536989234583,0.6411078719039447,10,10,70,50,null
n63,true,0.6805889140212096,0.6513488748280407,12,0.9565755904440727,false,0,0,0.981889256479379,0.8937565776546379,10,10,70,50,null
n65,false,0.1612620448631088,0.9438769856335794,0,0.5083284679226555,true,0,0,0.48759738535459995,0.4542494417203554,10,10,70,50,null
n66,false,0.6803990199494528,0.7472953805743473,0,0.3228458980136508,false,0,0,0.4039971693264159,0.6908243373043825,10,10,70,50,null
n68,false,0.2211513492387256,0.938340369564874,0,0.7983366442360176,false,0,0,0.4220347339465771,0.3835062367996025,10,10,70,50,null
n69,true,0.5189204999245325,0.8851895179692579,12,0.4772311860461741,false,0,0,0.12975255337883473,0.5421029196017187,10,10,70,50,null
n83,true,0.8132596443993041,0.6103756409603337,21,0.6685512365665107,false,0,0,0.7428179060457268,0.9007147131489472,10,10,70,50,null
n87,false,0.21367977269657695,0.9568332997274327,0,0.4050463523150374,false,0,0,0.06131216157428354,0.758838762898166,10,10,70,50,null
n97,false,0.06108212692383236,0.4446021044802867,0,0.27096736593772075,false,0,0,0.8920110540364786,0.15719995480652316,10,10,70,50,null
n108,false,0.16861439523541377,0.6902962715156183,0,0.6484681120024157,true,0,0,0.3993588266229736,0.0460126437184325,10,10,70,50,null
n109,false,0.7090706758335045,0.9759666206417752,0,0.6356108628029695,false,0,0,0.1488355221478,0.45763832014988814,10,10,70,50,null
n111,false,0.8062580571465464,0.7875050976195295,0,0.9616693341925531,false,0,0,0.9519280711204829,0.2898458036723999,10,10,70,50,null
n112,false,0.5532059532438226,0.8356274542301709,0,0.7015615811731637,false,0,0,0.6723595506990383,0.5359902781569588,10,10,70,50,null
n113,true,0.172704485340682,0.7620089493714788,19,0.5851113452459598,false,0,0,0.7247163856467043,0.709450872369219,10,10,70,50,null
n117,true,0.7220548883450681,0.5728312857539541,19,0.06564840391298021,false,0,0,0.4734731012957031,0.233890561170446,10,10,70,50,null
n118,false,0.8457149585807324,0.7050550540452728,0,0.9948410654642501,true,0,0,0.002714127197507521,0.12934149345940155,10,10,70,50,null
n120,false,0.46761710108068766,0.8149401709310216,0,0.30973195402369935,false,0,0,0.3428419093710873,0.6383388625000758,10,10,70,50,null
n122,false,0.3444867941260864,0.6690733334116362,0,0.39369669324452466,false,0,0,0.6394852795570642,0.6618506885662678,10,10,70,50,null
n125,false,0.39779302512585346,0.6233187172702852,0,0.6205144344800085,true,0,0,0.527652825731894,0.24447424310728028,10,10,70,50,null
n129,false,0.3262803676921391,0.7088302156264913,0,0.5000623947228241,false,0,0,0.2573030971362763,0.06911299872907217,10,10,70,50,null
n131,false,0.7265350257766146,0.6360649882259084,0,0.34702336314613347,false,0,0,0.3959717986152004,0.009896646984806745,10,10,70,50,null
n134,true,0.4367686508207823,0.8694574508040813,19,0.5873526197409266,false,0,0,0.14837388601111134,0.6286870923952358,10,10,70,50,null
n135,false,0.0044474993426232845,0.6354313387780486,0,0.5095713481703875,true,0,0,0.6605477906063482,0.7582724331674192,10,10,70,50,null
n138,true,0.3195308022785963,0.657063027847615,21,0.39779660548532325,false,0,0,0.7768248315761197,0.6160549617042979,10,10,70,50,null
n139,false,0.9238497407723385,0.5521245079653533,0,0.5142793127315523,false,0,0,0.7189897294342338,0.5962447057746446,10,10,70,50,null
n141,true,0.45000477536372036,0.7421183240762823,20,0.20233276526915206,false,0,0,0.5440783358159874,0.7093396388916315,10,10,70,50,null
n144,false,0.4519498148050878,0.5904071586363846,0,0.06142981817322252,true,0,0,0.6683410705100667,0.7468784464520846,10,10,70,50,null
n146,false,0.5568888203786982,0.8896069739076309,0,0.9415836896500306,true,0,0,0.9306042699433916,0.4184445561059471,10,10,70,50,null
n148,false,0.5654675952417715,0.8405407195585849,0,0.3208761326787164,false,0,0,0.2161807584947995,0.08567778673831494,10,10,70,50,null
n164,false,0.8142978330720421,0.8205234895267728,0,0.8654246345894957,true,0,0,0.7965118494988008,0.4409534459815157,10,10,70,50,null
n168,false,0.5390037784930131,0.9480729286126438,0,0.546218295620378,true,0,0,0.3056823329711006,0.686921674889742,10,10,70,50,null
n171,false,0.8014106009360862,0.7577546489495807,0,0.5318925488535532,false,0,0,0.3126680590601071,0.6523078431964136,10,10,70,50,null
n175,true,0.7173241844177767,0.4407521096984998,20,0.47995789857373744,false,0,0,0.4010097257006467,0.6362552271677444,10,10,70,50,null
n179,false,0.0013969661205338602,0.889649970571572,0,0.5530003366406878,false,0,0,0.47414300543805094,0.6636050997267892,10,10,70,50,null
n181,true,0.6337203281278326,0.9056253547474467,6,0.679762865828419,false,0,0,0.364245560437753,0.7433123004368406,10,10,70,50,null
n183,true,0.6387496600454914,0.8192502203927432,20,0.5233455231465658,false,0,0,0.4015319723722893,0.6360276605441353,10,10,70,50,null
