rtA1,rtA2,rtA1a,rtA1b,rtA1c,rtA1a1,rtA1a2,rtA1b1,rtA1b2,rtA1c1,rtA1c2,rtA1a1a,rtA1a1b,rtA1a2a,rtA1a2b,rtA1b1a,rtA1b1b,rtA1b2a,rtA1b2b,rtA1c1a,rtA1c1b,rtA1c2a,rtA1c2b,rtA2a,rtA2b,rtA2a1,rtA2a2,rtA2a3,rtA2a1A,rtA2a1B,rtA2a1A1,rtA2a1A2,rtA2a1B1,rtA2a1B2,rtA2a2A,rtA2a2B,rtA2a2A1,rtA2a2A2,rtA2a2B1,rtA2a2B2,rtA2a3A,rtA2a3B,rtA2a3A1,rtA2a3A2,rtA2a3B1,rtA2a3B2,rtA2b1,rtA2b2,rtA2b1A,rtA2b1B,rtA2b2A,rtA2b2B,id,isSmoker,willpower,health,smokedPerDay,turnsSinceLastChange,givingUp,stepsSinceGiveUp,giveUpAttempts,influenceability,sociable,$SWITCH_TABLE$simconsts$Operations
1028654,4851346,70184,830711,127759,14416,55768,499975,330736,52537,75222,11126,3290,14566,41202,106122,0,174894,155842,9669,42868,26278,48944,86412,4764934,11094,74376,942,5586,5508,4083,1503,5004,504,74330,46,26504,47826,46,0,192,750,190,2,750,0,2180660,2584274,766604,1414056,1190145,1394129,n0,false,0.8376476378956402,0.746446853383712,0,5489,false,500,2,0.4980477120012749,0.4450878813640151,null
1028654,4851346,70184,830711,127759,14416,55768,499975,330736,52537,75222,11126,3290,14566,41202,106122,0,174894,155842,9669,42868,26278,48944,86412,4764934,11094,74376,942,5586,5508,4083,1503,5004,504,74330,46,26504,47826,46,0,192,750,190,2,750,0,2180660,2584274,766604,1414056,1190145,1394129,n1,false,0.15552077205868609,0.7542458758323816,0,620,false,502,6,0.24486701391518495,0.219915457707192,null
1028654,4851346,70184,830711,127759,14416,55768,499975,330736,52537,75222,11126,3290,14566,41202,106122,0,174894,155842,9669,42868,26278,48944,86412,4764934,11094,74376,942,5586,5508,4083,1503,5004,504,74330,46,26504,47826,46,0,192,750,190,2,750,0,2180660,2584274,766604,1414056,1190145,1394129,n2,false,0.6357217540223724,0.8003528173131926,0,4987,false,500,2,0.4121270694795848,0.8972759475418117,null
1028654,4851346,70184,830711,127759,14416,55768,499975,330736,52537,75222,11126,3290,14566,41202,106122,0,174894,155842,9669,42868,26278,48944,86412,4764934,11094,74376,942,5586,5508,4083,1503,5004,504,74330,46,26504,47826,46,0,192,750,190,2,750,0,2180660,2584274,766604,1414056,1190145,1394129,n3,true,0.008297981875033777,0.734053548110419,9,6488,false,0,1,0.5144337102074323,0.07595471670217813,null
1028654,4851346,70184,830711,127759,14416,55768,499975,330736,52537,75222,11126,3290,14566,41202,106122,0,174894,155842,9669,42868,26278,48944,86412,4764934,11094,74376,942,5586,5508,4083,1503,5004,504,74330,46,26504,47826,46,0,192,750,190,2,750,0,2180660,2584274,766604,1414056,1190145,1394129,n4,false,0.8844949349908818,0.7797815630082817,0,9485,false,501,3,0.3302299236162659,0.840575071327416,null
1028654,4851346,70184,830711,127759,14416,55768,499975,330736,52537,75222,11126,3290,14566,41202,106122,0,174894,155842,9669,42868,26278,48944,86412,4764934,11094,74376,942,5586,5508,4083,1503,5004,504,74330,46,26504,47826,46,0,192,750,190,2,750,0,2180660,2584274,766604,1414056,1190145,1394129,n6,false,0.5976657976895603,0.8436641981430812,0,29497,false,500,1,0.8462237315786152,0.7929599181749184,null
1028654,4851346,70184,830711,127759,14416,55768,499975,330736,52537,75222,11126,3290,14566,41202,106122,0,174894,155842,9669,42868,26278,48944,86412,4764934,11094,74376,942,5586,5508,4083,1503,5004,504,74330,46,26504,47826,46,0,192,750,190,2,750,0,2180660,2584274,766604,1414056,1190145,1394129,n9,false,0.5386879494104317,0.3467547303406848,0,30000,false,0,0,0.6984883332339332,0.36557837127056514,null
1028654,4851346,70184,830711,127759,14416,55768,499975,330736,52537,75222,11126,3290,14566,41202,106122,0,174894,155842,9669,42868,26278,48944,86412,4764934,11094,74376,942,5586,5508,4083,1503,5004,504,74330,46,26504,47826,46,0,192,750,190,2,750,0,2180660,2584274,766604,1414056,1190145,1394129,n10,false,0.4602975620740392,0.6052875139547479,0,5280,false,503,8,0.6179265606682179,0.4620361204540254,null
1028654,4851346,70184,830711,127759,14416,55768,499975,330736,52537,75222,11126,3290,14566,41202,106122,0,174894,155842,9669,42868,26278,48944,86412,4764934,11094,74376,942,5586,5508,4083,1503,5004,504,74330,46,26504,47826,46,0,192,750,190,2,750,0,2180660,2584274,766604,1414056,1190145,1394129,n12,false,0.895447369973257,0.46931172469547855,0,9947,false,502,6,0.08411280914527236,0.5597288968719627,null
1028654,4851346,70184,830711,127759,14416,55768,499975,330736,52537,75222,11126,3290,14566,41202,106122,0,174894,155842,9669,42868,26278,48944,86412,4764934,11094,74376,942,5586,5508,4083,1503,5004,504,74330,46,26504,47826,46,0,192,750,190,2,750,0,2180660,2584274,766604,1414056,1190145,1394129,n13,false,0.8347717432981734,0.770227106546004,0,6551,false,504,10,0.032908705347140965,0.05722521380729462,null
1028654,4851346,70184,830711,127759,14416,55768,499975,330736,52537,75222,11126,3290,14566,41202,106122,0,174894,155842,9669,42868,26278,48944,86412,4764934,11094,74376,942,5586,5508,4083,1503,5004,504,74330,46,26504,47826,46,0,192,750,190,2,750,0,2180660,2584274,766604,1414056,1190145,1394129,n15,false,0.3041010540742593,0.7453848249619409,0,10131,false,500,2,0.3777788934913462,0.8952486235541306,null
1028654,4851346,70184,830711,127759,14416,55768,499975,330736,52537,75222,11126,3290,14566,41202,106122,0,174894,155842,9669,42868,26278,48944,86412,4764934,11094,74376,942,5586,5508,4083,1503,5004,504,74330,46,26504,47826,46,0,192,750,190,2,750,0,2180660,2584274,766604,1414056,1190145,1394129,n19,false,0.5784563554745341,0.8660997797776264,0,4189,false,500,2,0.025086569532347502,0.8345130043941151,null
