rtA1,rtA2,rtA1a,rtA1b,rtA1c,rtA1a1,rtA1a2,rtA1b1,rtA1b2,rtA1c1,rtA1c2,rtA1a1a,rtA1a1b,rtA1a2a,rtA1a2b,rtA1b1a,rtA1b1b,rtA1b2a,rtA1b2b,rtA1c1a,rtA1c1b,rtA1c2a,rtA1c2b,rtA2a,rtA2b,rtA2a1,rtA2a2,rtA2a3,rtA2a1A,rtA2a1B,rtA2a1A1,rtA2a1A2,rtA2a1B1,rtA2a1B2,rtA2a2A,rtA2a2B,rtA2a2A1,rtA2a2A2,rtA2a2B1,rtA2a2B2,rtA2a3A,rtA2a3B,rtA2a3A1,rtA2a3A2,rtA2a3B1,rtA2a3B2,rtA2b1,rtA2b2,rtA2b1A,rtA2b1B,rtA2b2A,rtA2b2B,id,isSmoker,willpower,health,smokedPerDay,turnsSinceLastChange,givingUp,stepsSinceGiveUp,giveUpAttempts,influenceability,sociable,$SWITCH_TABLE$simconsts$Operations
299411,2032989,39236,244355,15820,927,38309,142015,102340,5849,9971,819,108,11341,26968,37748,0,57980,44360,1370,4479,2745,7226,65891,1967098,11094,54778,19,5586,5508,4083,1503,5004,504,54776,2,19248,35528,2,0,0,19,0,0,19,0,884366,1082732,310297,574069,507894,574838,n0,true,0.8149425904683112,0.746446853383712,12,2353,false,0,1,0.4980477120012749,0.4450878813640151,null
299411,2032989,39236,244355,15820,927,38309,142015,102340,5849,9971,819,108,11341,26968,37748,0,57980,44360,1370,4479,2745,7226,65891,1967098,11094,54778,19,5586,5508,4083,1503,5004,504,54776,2,19248,35528,2,0,0,19,0,0,19,0,884366,1082732,310297,574069,507894,574838,n1,false,0.1518038802331621,0.7542458758323816,0,11900,false,0,0,0.24486701391518495,0.219915457707192,null
299411,2032989,39236,244355,15820,927,38309,142015,102340,5849,9971,819,108,11341,26968,37748,0,57980,44360,1370,4479,2745,7226,65891,1967098,11094,54778,19,5586,5508,4083,1503,5004,504,54776,2,19248,35528,2,0,0,19,0,0,19,0,884366,1082732,310297,574069,507894,574838,n2,true,0.6229156246617318,0.8003528173131926,9,6933,false,0,1,0.4121270694795848,0.8972759475418117,null
299411,2032989,39236,244355,15820,927,38309,142015,102340,5849,9971,819,108,11341,26968,37748,0,57980,44360,1370,4479,2745,7226,65891,1967098,11094,54778,19,5586,5508,4083,1503,5004,504,54776,2,19248,35528,2,0,0,19,0,0,19,0,884366,1082732,310297,574069,507894,574838,n3,false,0.00782413065419695,0.734053548110419,0,11900,false,0,0,0.5144337102074323,0.07595471670217813,null
299411,2032989,39236,244355,15820,927,38309,142015,102340,5849,9971,819,108,11341,26968,37748,0,57980,44360,1370,4479,2745,7226,65891,1967098,11094,54778,19,5586,5508,4083,1503,5004,504,54776,2,19248,35528,2,0,0,19,0,0,19,0,884366,1082732,310297,574069,507894,574838,n4,true,0.8424270162034311,0.7797815630082817,12,11900,false,0,0,0.3302299236162659,0.840575071327416,null
299411,2032989,39236,244355,15820,927,38309,142015,102340,5849,9971,819,108,11341,26968,37748,0,57980,44360,1370,4479,2745,7226,65891,1967098,11094,54778,19,5586,5508,4083,1503,5004,504,54776,2,19248,35528,2,0,0,19,0,0,19,0,884366,1082732,310297,574069,507894,574838,n6,false,0.5125009166679798,0.8436641981430812,0,11397,false,500,1,0.8462237315786152,0.7929599181749184,null
299411,2032989,39236,244355,15820,927,38309,142015,102340,5849,9971,819,108,11341,26968,37748,0,57980,44360,1370,4479,2745,7226,65891,1967098,11094,54778,19,5586,5508,4083,1503,5004,504,54776,2,19248,35528,2,0,0,19,0,0,19,0,884366,1082732,310297,574069,507894,574838,n9,false,0.4747351604394326,0.3467547303406848,0,11900,false,0,0,0.6984883332339332,0.36557837127056514,null
299411,2032989,39236,244355,15820,927,38309,142015,102340,5849,9971,819,108,11341,26968,37748,0,57980,44360,1370,4479,2745,7226,65891,1967098,11094,54778,19,5586,5508,4083,1503,5004,504,54776,2,19248,35528,2,0,0,19,0,0,19,0,884366,1082732,310297,574069,507894,574838,n10,true,0.4245813219606491,0.6052875139547479,13,7723,false,0,1,0.6179265606682179,0.4620361204540254,null
299411,2032989,39236,244355,15820,927,38309,142015,102340,5849,9971,819,108,11341,26968,37748,0,57980,44360,1370,4479,2745,7226,65891,1967098,11094,54778,19,5586,5508,4083,1503,5004,504,54776,2,19248,35528,2,0,0,19,0,0,19,0,884366,1082732,310297,574069,507894,574838,n12,false,0.8816838328247223,0.46931172469547855,0,1710,false,500,2,0.08411280914527236,0.5597288968719627,null
299411,2032989,39236,244355,15820,927,38309,142015,102340,5849,9971,819,108,11341,26968,37748,0,57980,44360,1370,4479,2745,7226,65891,1967098,11094,54778,19,5586,5508,4083,1503,5004,504,54776,2,19248,35528,2,0,0,19,0,0,19,0,884366,1082732,310297,574069,507894,574838,n13,false,0.8300603047371309,0.770227106546004,0,10592,false,500,2,0.032908705347140965,0.05722521380729462,null
299411,2032989,39236,244355,15820,927,38309,142015,102340,5849,9971,819,108,11341,26968,37748,0,57980,44360,1370,4479,2745,7226,65891,1967098,11094,54778,19,5586,5508,4083,1503,5004,504,54776,2,19248,35528,2,0,0,19,0,0,19,0,884366,1082732,310297,574069,507894,574838,n15,true,0.29273865580821207,0.7453848249619409,6,5494,false,0,1,0.3777788934913462,0.8952486235541306,null
299411,2032989,39236,244355,15820,927,38309,142015,102340,5849,9971,819,108,11341,26968,37748,0,57980,44360,1370,4479,2745,7226,65891,1967098,11094,54778,19,5586,5508,4083,1503,5004,504,54776,2,19248,35528,2,0,0,19,0,0,19,0,884366,1082732,310297,574069,507894,574838,n19,false,0.5772890588394676,0.8660997797776264,0,11900,false,0,0,0.025086569532347502,0.8345130043941151,null
299411,2032989,39236,244355,15820,927,38309,142015,102340,5849,9971,819,108,11341,26968,37748,0,57980,44360,1370,4479,2745,7226,65891,1967098,11094,54778,19,5586,5508,4083,1503,5004,504,54776,2,19248,35528,2,0,0,19,0,0,19,0,884366,1082732,310297,574069,507894,574838,n23,false,0.3166522172721423,0.6869305902518238,0,3679,false,500,1,0.7357288745401944,0.6071228680604048,null
299411,2032989,39236,244355,15820,927,38309,142015,102340,5849,9971,819,108,11341,26968,37748,0,57980,44360,1370,4479,2745,7226,65891,1967098,11094,54778,19,5586,5508,4083,1503,5004,504,54776,2,19248,35528,2,0,0,19,0,0,19,0,884366,1082732,310297,574069,507894,574838,n26,false,0.6472862934483367,0.7283967725978981,0,11900,false,0,0,0.8628953556936059,0.5069426793701881,null
299411,2032989,39236,244355,15820,927,38309,142015,102340,5849,9971,819,108,11341,26968,37748,0,57980,44360,1370,4479,2745,7226,65891,1967098,11094,54778,19,5586,5508,4083,1503,5004,504,54776,2,19248,35528,2,0,0,19,0,0,19,0,884366,1082732,310297,574069,507894,574838,n29,false,0.028256321317730072,0.6845589457431854,0,1340,false,501,4,0.5402437750472555,0.7207749337085737,null
299411,2032989,39236,244355,15820,927,38309,142015,102340,5849,9971,819,108,11341,26968,37748,0,57980,44360,1370,4479,2745,7226,65891,1967098,11094,54778,19,5586,5508,4083,1503,5004,504,54776,2,19248,35528,2,0,0,19,0,0,19,0,884366,1082732,310297,574069,507894,574838,n35,false,0.09492640801150809,0.9640997661167149,0,7782,false,501,4,0.06949560417371914,0.36943808839464876,null
299411,2032989,39236,244355,15820,927,38309,142015,102340,5849,9971,819,108,11341,26968,37748,0,57980,44360,1370,4479,2745,7226,65891,1967098,11094,54778,19,5586,5508,4083,1503,5004,504,54776,2,19248,35528,2,0,0,19,0,0,19,0,884366,1082732,310297,574069,507894,574838,n36,false,0.49430144669782267,0.6715736316996999,0,8036,false,500,2,0.47895824116147556,0.47494003247339733,null
299411,2032989,39236,244355,15820,927,38309,142015,102340,5849,9971,819,108,11341,26968,37748,0,57980,44360,1370,4479,2745,7226,65891,1967098,11094,54778,19,5586,5508,4083,1503,5004,504,54776,2,19248,35528,2,0,0,19,0,0,19,0,884366,1082732,310297,574069,507894,574838,n37,false,0.7473780288287366,0.594046994672088,0,3246,false,500,2,0.22258278951592947,0.9176479534733712,null
299411,2032989,39236,244355,15820,927,38309,142015,102340,5849,9971,819,108,11341,26968,37748,0,57980,44360,1370,4479,2745,7226,65891,1967098,11094,54778,19,5586,5508,4083,1503,5004,504,54776,2,19248,35528,2,0,0,19,0,0,19,0,884366,1082732,310297,574069,507894,574838,n39,false,0.8634120037676627,0.8209471485134687,0,10274,false,500,1,0.6282187731189162,0.8741847330930175,null
299411,2032989,39236,244355,15820,927,38309,142015,102340,5849,9971,819,108,11341,26968,37748,0,57980,44360,1370,4479,2745,7226,65891,1967098,11094,54778,19,5586,5508,4083,1503,5004,504,54776,2,19248,35528,2,0,0,19,0,0,19,0,884366,1082732,310297,574069,507894,574838,n45,false,0.5364418315739028,0.5217542564532285,0,11900,false,0,0,0.5718414816600195,0.5195569796655163,null
299411,2032989,39236,244355,15820,927,38309,142015,102340,5849,9971,819,108,11341,26968,37748,0,57980,44360,1370,4479,2745,7226,65891,1967098,11094,54778,19,5586,5508,4083,1503,5004,504,54776,2,19248,35528,2,0,0,19,0,0,19,0,884366,1082732,310297,574069,507894,574838,n46,true,0.12846366010330398,0.5737464924266803,12,2427,false,462,3,0.4548321788886257,0.8787689766806486,null
299411,2032989,39236,244355,15820,927,38309,142015,102340,5849,9971,819,108,11341,26968,37748,0,57980,44360,1370,4479,2745,7226,65891,1967098,11094,54778,19,5586,5508,4083,1503,5004,504,54776,2,19248,35528,2,0,0,19,0,0,19,0,884366,1082732,310297,574069,507894,574838,n47,false,0.5212063753561224,0.6467698614541888,0,11900,false,0,0,0.2790971915137339,0.9147152123803776,null
299411,2032989,39236,244355,15820,927,38309,142015,102340,5849,9971,819,108,11341,26968,37748,0,57980,44360,1370,4479,2745,7226,65891,1967098,11094,54778,19,5586,5508,4083,1503,5004,504,54776,2,19248,35528,2,0,0,19,0,0,19,0,884366,1082732,310297,574069,507894,574838,n49,false,0.2380961429149093,0.7182334817296608,0,337,true,337,2,0.3207904885745507,0.863332926291588,null
299411,2032989,39236,244355,15820,927,38309,142015,102340,5849,9971,819,108,11341,26968,37748,0,57980,44360,1370,4479,2745,7226,65891,1967098,11094,54778,19,5586,5508,4083,1503,5004,504,54776,2,19248,35528,2,0,0,19,0,0,19,0,884366,1082732,310297,574069,507894,574838,n51,false,0.1546192256707694,0.9004304758613412,0,10897,false,500,2,0.6206798048686,0.9598607358584166,null
299411,2032989,39236,244355,15820,927,38309,142015,102340,5849,9971,819,108,11341,26968,37748,0,57980,44360,1370,4479,2745,7226,65891,1967098,11094,54778,19,5586,5508,4083,1503,5004,504,54776,2,19248,35528,2,0,0,19,0,0,19,0,884366,1082732,310297,574069,507894,574838,n52,true,0.6893967243922577,0.9219078914931441,12,2013,false,0,1,0.8720173555187944,0.708859716393244,null
