id,isSmoker,willpower,health,smokedPerDay,givingUp,stepsSinceGiveUp,influenceability,sociable,maxDegree,cigLimit
n0,true,0.019026348708161014,0.8146215833981901,24,true,67,0.9640132262431481,0.5021614632768566,10,70
n1,true,0.06916672695232405,0.48864016690441314,28,true,55,0.8468442577604636,0.7640351372087999,10,70
n2,false,0.14056628637869267,0.7244316389173926,35,true,2,0.7520571068233353,0.7453629067620611,10,70
n3,true,0.32049039352647457,0.721699649801454,55,true,4,0.48504305023395183,0.33211565113892155,10,70
n5,true,0.04195902204912033,0.5377870572728664,20,false,0,0.3921495248238647,0.7931655024129203,10,70
n6,false,0.1803183046940765,0.47223665009862437,64,true,1,0.6830769190225322,0.7039991566242743,10,70
n7,false,0.41039106715444496,0.5283067276392682,39,true,8,0.33457774736316315,0.6323091079970666,10,70
n9,false,0.30403314853178004,0.4241575732486974,67,true,2,0.4786915936027081,0.7462043057946396,10,70
n14,true,0.03485983832898125,0.5349961002217618,32,true,34,0.9416412118977492,0.5420002782974609,10,70
n18,false,0.46322626041026105,0.8409393764720359,44,true,4,0.24272009845427384,0.5622806674084062,10,70
n24,true,0.02390537670151277,0.4135265546126443,19,true,69,0.8883397751291818,0.7638946214058722,10,70
n35,true,0.028916317135297923,0.49300189708312925,55,true,12,0.9537684118768243,0.3961873920305472,10,70
n37,true,0.0757605843353875,0.5213809116439999,61,true,6,0.8705651475739722,0.6120223942341458,10,70
n40,true,0.6232898366561065,0.7025996719271497,13,true,32,0.12359225078804294,0.8840606433707139,10,70
n45,false,0.05186835401171058,0.5293195412084423,0,true,69,0.02679834236017735,0.4666869504387494,10,70
n51,true,0.03068646363519023,0.9258070133764963,13,false,0,0.12284476336443784,0.43766515250035365,10,70
n54,true,0.08475860715576115,0.6786836285600912,32,true,69,0.7819530274946129,0.5476505975187224,10,70
n57,true,0.07822727649149039,0.6132212873340623,51,true,6,0.8256366035011335,0.8074167551567313,10,70
n59,false,0.2571712471043859,0.374297286378818,60,true,2,0.5550972039268829,0.24885531765420826,10,70
n64,true,0.031352838963978995,0.8029668178393167,38,true,44,0.9572727819879784,0.83596385363804,10,70
n67,true,0.191734175323249,0.7018407234895997,48,true,22,0.6694034331123115,0.6154789559875696,10,70
n70,false,0.1705402007897316,0.8738530175774449,44,true,1,0.6939022037107382,0.7560370919689053,10,70
n71,true,0.376739387904795,0.6742524757475414,68,true,7,0.3061505788666339,0.8641859335725696,10,70
n73,false,0.42934210820454005,0.6342824199635788,0,true,69,0.18542130162790502,0.20033511309340918,10,70
n74,false,0.2591544523389297,0.5203392354450361,68,true,5,0.5161448300412317,0.8766334672111009,10,70
n76,false,0.41633443961228206,0.505129216220902,51,true,8,0.37137250922672976,0.38043262917926635,10,70
n77,false,0.5178240607529789,0.46418213543835457,25,true,10,0.33483845505712617,0.7646260024460599,10,70
n79,true,0.024826929486392677,0.623876201529064,25,true,57,0.9510161881043024,0.8683220827160086,10,70
n80,false,0.364782598632756,0.4458424198727802,65,true,3,0.3728400900930309,0.6647309207050419,10,70
n83,true,0.18575522229015418,0.723709242260152,12,true,14,0.6452582034018842,0.23350564829813342,10,70
n84,false,0.4394825445735305,0.8525352874435791,12,true,10,0.27610558756538933,0.6768466461626663,10,70
n93,false,0.5108516157539771,0.5191609993565037,39,true,11,0.12550252310654825,0.7313255250094746,10,70
n95,false,0.44254504173345394,0.7692648718134195,54,true,3,0.25767110732099135,0.7219332371201753,10,70
n97,false,0.18087525612889527,0.9223659094169796,53,true,21,0.6511364756063797,0.6821363303681184,10,70
n98,false,0.06390949361161408,0.7165426015780096,0,true,69,0.050119451251158,0.457074953366292,10,70
