id,isSmoker,willpower,health,smokedPerDay,givingUp,stepsSinceGiveUp,influenceability,sociable,maxDegree,cigLimit
n0,false,0.16343119782380092,0.4954045439579819,28,true,1,0.746514876844717,0.2919186515376532,10,70
n1,true,0.19877063858624158,0.5985442244870627,25,true,34,0.6197032876861023,0.21478472870304927,10,70
n2,true,0.05620980032692635,0.5862159957221988,35,true,39,0.2067183196392612,0.2478002031489926,10,70
n3,true,0.3798990042968836,0.6859547595905623,44,true,4,0.3746579022574258,0.7296890825349676,10,70
n5,true,0.3525934692106771,0.395813280743573,37,true,6,0.4444307644197374,0.4857405691748031,10,70
n9,true,0.43715527954301,0.8719747228602577,38,true,18,0.3241651511288382,0.6917263445461618,10,70
n10,false,0.08133525132658012,0.37539301579377543,35,true,2,0.8781609395491232,0.9820238315340131,10,70
n11,true,0.5147134697641543,0.5982901529730258,62,true,9,0.22079710173417239,0.9824021049548707,10,70
n12,true,0.3054353300648121,0.656972999048146,47,true,19,0.5752576449727362,0.17330635195050414,10,70
n13,true,0.3447357658837065,0.4920198532001917,30,true,32,0.1711247302369924,0.30020295333633246,10,70
n14,true,0.10113227942253372,0.3226533220802439,12,false,0,0.5190700541916256,0.770498639942702,10,70
n21,false,0.11316091143279594,0.40158018258655365,13,true,1,0.7736781771344081,0.9344563465543282,10,70
n23,false,0.17261719449781135,0.6502777840547552,13,true,1,0.7004583977832097,0.40351399181246816,10,70
n28,true,0.1500075033248739,0.5426343046589251,12,false,0,0.6424899330068539,0.5547289175918917,10,70
n31,false,0.29263747739220797,0.30339648488190674,12,true,2,0.4517560346194996,0.8789249560420518,10,70
n36,true,0.48465856845957095,0.6248982705414948,43,true,6,0.2894563109022882,0.4588065759528961,10,70
n37,true,0.07778423729143807,0.24365472982558736,14,false,0,0.27927165067878107,0.8654919558170279,10,70
n39,false,0.43008166792339114,0.8974026610274536,38,true,1,0.3391428029469844,0.8980142750691029,10,70
n40,false,0.19163310791848315,0.7284452692446143,42,true,2,0.715394274471802,0.7970519063245577,10,70
n42,false,0.609080448760652,0.1872862373740742,0,true,39,0.41148553349418865,0.9933855068768374,10,70
n45,true,0.15431772780015618,0.5918212258061019,23,true,15,0.7539250314739656,0.2874274281872113,10,70
n46,true,0.23892202091576017,0.7951081685779656,28,true,13,0.6505766795758423,0.31413606527787086,10,70
n49,false,0.3602303919267973,0.4974626669810047,45,true,7,0.43454253606445725,0.9214033178920534,10,70
n51,true,0.09655266247347671,0.5492390216163012,12,false,0,0.08099346995245493,0.6608199992318599,10,70
n53,true,0.5649771372647492,0.7069941222222321,34,true,7,0.28319626390858893,0.5992138576114712,10,70
n59,false,0.3332772199228874,0.6593886057079832,0,false,0,0.47195174322195343,0.6491019202553683,10,70
n62,true,0.316989308816752,0.5034403732492551,48,true,8,0.5340203857188093,0.8652993116006014,10,70
n69,true,0.028004630798064645,0.5792315114850302,19,true,17,0.9631078518578748,0.8778798632660132,10,70
n70,true,0.46565383452670955,0.6212477837222532,13,false,0,0.030503228843208996,0.3498005647264125,10,70
n73,true,0.3854932642571044,0.64139656598367,49,true,24,0.3736419979659251,0.7072770646141061,10,70
n75,false,0.5209123619979287,0.8401984258931957,25,true,5,0.14934887440866823,0.23289389919162606,10,70
n81,true,0.3125248302984206,0.5928189131586267,38,true,6,0.48008353244290786,0.5215408723315194,10,70
n82,false,0.6680744727550798,0.7724277221397933,13,true,9,0.028482147588120458,0.6887959056325789,10,70
n86,true,0.1652695969635694,0.5705649666348787,18,true,32,0.6378462579206876,0.7727074508995686,10,70
n87,true,0.016062880478485832,0.3482380299069165,18,true,35,0.9608016807999477,0.5257762239908809,10,70
n88,true,0.17724285079250457,0.7255003725725512,33,true,38,0.5753128918975428,0.32698732592140994,10,70
n89,false,0.2896353563073923,0.9199610914687559,21,true,17,0.5256131601989249,0.20531146047432902,10,70
n90,true,0.18856787942188064,0.4938069889523069,13,false,0,0.5984748100056443,0.45435371835700417,10,70
n93,true,0.054592436728901794,0.8295497845096751,22,false,0,0.23264933148942474,0.4802958079558961,10,70
n94,true,0.021176221640741844,0.6450852302584031,39,true,17,0.9658323609195392,0.6407864018782677,10,70
n96,true,0.10237751296808695,0.3594227715029804,16,true,38,0.8056446101989044,0.8958844715547162,10,70
n97,true,0.11229267725741265,0.681242323290091,30,false,0,0.511502966488217,0.6196541050952564,10,70
