id,isSmoker,willpower,health,smokedPerDay,givingUp,stepsSinceGiveUp,influenceability,sociable,maxDegree,cigLimit
n0,true,0.09753853050298647,0.6056979360186553,28,true,10,0.746514876844717,0.2919186515376532,10,70
n1,false,0.19877063858624158,0.7031046889393812,12,true,14,0.6197039073900097,0.21478472870304927,10,70
n2,false,0.05620980032692635,0.5526287096639737,0,true,19,0.2044582070753991,0.2478002031489926,10,70
n3,true,0.08845623166114724,0.7005126289838302,12,false,0,0.37279096510938237,0.7296890825349676,10,70
n5,true,0.3844525729898254,0.45575131719897005,12,false,0,0.4439872216293169,0.4857405691748031,10,70
n9,true,0.7681470081605577,0.7897821535338696,12,false,0,0.31998067626642906,0.6917263445461618,10,70
n10,true,0.12889353643384527,0.4070663670298166,11,false,0,0.8746579345257245,0.9820238315340131,10,70
n11,false,0.9169366514236248,0.5640110772392292,0,true,19,0.21882026500594332,0.9824021049548707,10,70
n12,true,0.5146002782135439,0.6982973189327456,13,false,0,0.5723905379092631,0.17330635195050414,10,70
n13,false,0.3447357658837065,0.5335334588610818,11,true,12,0.17044210958894157,0.30020295333633246,10,70
n14,true,0.10113227942253372,0.39448659407157516,12,false,0,0.5190700541916256,0.770498639942702,10,70
n21,true,0.36719498465414635,0.4909851770743964,13,false,0,0.7736781771344081,0.9344563465543282,10,70
n23,true,0.39580112939192075,0.7950510677474867,13,false,0,0.7004583977832097,0.40351399181246816,10,70
n28,true,0.1500075033248739,0.6634425992925609,12,false,0,0.6424899330068539,0.5547289175918917,10,70
n31,false,0.3075717066157454,0.29179140999943337,12,true,5,0.44815909181552366,0.8789249560420518,10,70
n36,true,0.12801337141976887,0.7195266651478291,13,true,19,0.2891674329259626,0.4588065759528961,10,70
n37,true,0.07778423729143807,0.297900309467203,14,false,0,0.27927165067878107,0.8654919558170279,10,70
n39,true,0.2751848339414167,0.8630765379512146,20,true,18,0.33577028917235907,0.8980142750691029,10,70
n40,true,0.5761138237157728,0.7899069957507148,23,true,19,0.713967057181078,0.7970519063245577,10,70
n42,false,0.609080448760652,0.1534894002102007,0,true,19,0.4033416047249044,0.9933855068768374,10,70
n45,true,0.11386525566481853,0.6952072409264666,20,true,19,0.753925785399751,0.2874274281872113,10,70
n46,true,0.16721427968847613,0.7959037142310168,12,false,0,0.6466881386338039,0.31413606527787086,10,70
n49,false,0.6243785420527505,0.4596741623237262,0,false,0,0.42936219172946327,0.9214033178920534,10,70
n51,true,0.09655266247347671,0.6715177440966615,12,false,0,0.08099346995245493,0.6608199992318599,10,70
n53,false,0.3846070343062387,0.7821337296521773,25,true,4,0.2829139163855808,0.5992138576114712,10,70
n59,false,0.3332772199228874,0.5403982856113969,0,false,0,0.4626110955770624,0.6491019202553683,10,70
n62,false,0.23432033091962673,0.5681976484747104,25,true,6,0.5340214537611827,0.8652993116006014,10,70
n69,true,0.6459762746850871,0.628103499876863,13,false,0,0.9592659915664514,0.8778798632660132,10,70
n70,true,0.46565383452670955,0.7595580318065228,13,false,0,0.030503228843208996,0.3498005647264125,10,70
