id,isSmoker,willpower,health,smokedPerDay,givingUp,stepsSinceGiveUp,influenceability,persuasiveness,sociable,maxDegree,cigLimit
n0,false,0.27584755081859796,0.4888022951556147,19,true,13,0.5676636270504875,0.3601459751929357,0.1561175602290319,10,70
n1,true,0.18750877276706224,0.6134370232328066,13,false,0,0.560831522684977,0.7765243499946839,0.5489447152889037,10,70
n2,false,0.4350103066499258,0.9572945102942637,68,true,1,0.17831386521680678,0.6866903269494946,0.5304872491200392,10,70
n3,false,0.17489445301942808,0.996163126558427,0,false,0,0.2646367720680061,0.18513432057055196,0.7481175002377868,10,70
n4,true,0.36769804176257415,0.841052126924938,17,true,40,0.4773073789117349,0.192490796769753,0.5239065992448733,10,70
n7,false,0.42098724424417333,0.8597353851204138,16,true,9,0.3783222541828231,0.5020498525745373,0.48502756439607275,10,70
n10,true,0.18856922074358,0.7034185952797696,24,true,23,0.7054598855962855,0.5902355968908309,0.8828627618641616,10,70
n12,false,0.5069115753565083,0.6693615826780024,20,true,4,0.1895088708812552,0.1998243429018992,0.8773465694422808,10,70
n15,false,0.48267804074156717,0.9940975358771692,0,false,0,1.7374836235933838E-4,0.46288512205305227,0.8260165997267912,10,70
n16,true,0.3854993108496506,0.6912611302690835,27,true,5,0.42259453494905125,0.6643698524205227,0.7124818454951767,10,70
n24,true,0.2165914741667228,0.46449438704153506,11,false,0,0.5844659505064106,0.7797576583907218,0.9866946640264873,10,70
n25,false,0.4889197060945064,0.5494327363505798,11,true,22,0.1266494656226524,0.5774014429810893,0.4357642887801343,10,70
n27,true,0.2805961489517694,0.42927218504679776,18,true,11,0.6048062538710377,0.583750976527562,0.9575119077947164,10,70
n29,false,0.20175105922792247,0.2554611720382476,21,true,5,0.4976078170550112,0.25833056352712047,0.309062345302582,10,70
n30,true,0.0866749309392329,0.5355070476474528,12,false,0,0.40963277606130566,0.3240843399254081,0.7435054206991635,10,70
n31,false,0.575701383492145,0.3349749434792662,19,true,11,0.21982276703050335,0.9209941853730161,0.9814183058804855,10,70
n36,false,0.16431115384428022,0.4639636463727338,20,true,4,0.7487330769487535,0.6897869874488162,0.7228574479176373,10,70
n37,true,0.17249426587346256,0.5904820868868075,45,true,7,0.7723192069115211,0.7195226584142178,0.8898426424665673,10,70
n40,true,0.09889957323814857,0.6070142251586396,13,true,19,0.7618331654224159,0.5901932851333902,0.28323529162323074,10,70
n41,false,0.32475634305711076,0.46649237969137297,13,true,5,0.46834040970562885,0.6062695974386727,0.8684037423000905,10,70
n44,false,0.5375037313055917,0.6915179675666144,18,true,5,0.18634392308622066,0.2581900605988766,0.9019584332363013,10,70
n46,false,0.20399599550099182,0.7639603909212136,19,true,6,0.6846693576933887,0.49902604282894625,0.6973677215077791,10,70
n51,true,0.09645616489357259,0.8146504935719371,19,true,13,0.8705203883617613,0.4004568566037117,0.9295902731070189,10,70
n54,true,0.8140350717283847,0.6827575699814433,13,false,0,0.5687146380029439,0.7750286241157631,0.5145493859860106,10,70
n55,false,0.04455051292211215,0.9986027578869249,0,true,40,0.02044190288928368,0.5175579064877568,0.9749645917958573,10,70
n66,true,0.2735167527101555,0.6453348388527468,19,true,29,0.5239571058862758,0.7617300945609582,0.5420269733874773,10,70
n69,false,0.3531965500218224,0.6352077691492598,19,true,9,0.4254301859678141,0.8473353483063877,0.7074952303377814,10,70
n71,true,0.25215158448710784,0.9464298135966218,18,true,40,0.2850530477604217,0.1274219000090005,0.9165107989111011,10,70
n73,true,0.37796939559211257,0.6190544641248756,20,true,37,0.3746071225425268,0.5947467963317095,0.45163742624083186,10,70
n75,false,0.9401309887944671,0.9571709191269908,0,true,40,0.437445710137303,0.38334176670620895,0.5740046467556418,10,70
n77,true,0.038220065723864716,0.443688306849164,12,false,0,0.37133458089525206,0.3955448220498849,0.6506977914405796,10,70
n78,false,0.14027497536108743,0.43434710699364776,13,true,6,0.7878280640511477,0.501878883673659,0.5050012232694066,10,70
n80,false,0.0,0.5089139205135755,12,true,11,0.8739401899041545,0.14192182206319615,0.5556362662206666,10,70
n82,false,0.6748374428871201,0.9902083206293378,12,true,30,0.09790132588989363,0.1593153257325821,0.7278567090181495,10,70
n83,true,0.9150121011020388,0.643821061470974,24,true,40,0.494853503791239,0.5011811676677589,0.7857375844166274,10,70
n85,false,0.547169717395771,0.8645962160073017,0,false,0,0.7216227339766499,0.6081576739524662,0.4399524141434421,10,70
n86,false,0.28376410038113997,0.4776962586332789,18,true,4,0.6370678298106947,0.5441109159259849,0.995811788357576,10,70
n87,true,0.0240409641375046,0.750409352370202,18,true,7,0.9479640382565949,0.4061988465024292,0.5134986051887065,10,70
n88,false,0.6863232670995665,0.7444838795767089,19,true,10,0.08003921087408289,0.9632702832036597,0.916264832924669,10,70
n90,false,0.24765516758403167,0.9866439918234522,13,true,35,0.5376635225752606,0.23416292579319303,0.555373482908206,10,70
n97,false,0.5610552437263323,0.9937102641206801,0,true,40,0.29876810963089206,0.8269301434863368,0.9070114291477749,10,70
n108,false,0.5230050409766962,0.7233629457471366,19,true,9,0.19584929872078563,0.22087009729630092,0.4844873787717475,10,70
n109,true,0.17622120158656668,0.5266656458100454,14,true,33,0.6469100392300398,0.39758552785046436,0.6516719421607393,10,70
n111,true,0.35871497381743034,0.7283020339808688,19,true,23,0.5295935571699469,0.7316422459131917,0.7141480914554005,10,70
n119,true,0.4645428328304535,0.7622858401692032,20,true,15,0.3596507920105611,0.7319160159110433,0.6381176995682445,10,70
n120,true,0.6182653374954514,0.5125619769982509,14,true,18,0.2499974787395809,0.5072428104407257,0.5684416930398383,10,70
n123,true,0.32814690220876463,0.526365777060277,12,true,40,0.30878896078165374,0.5691882687727653,0.941087372859745,10,70
n127,true,0.04721128772356087,0.47913120012714144,12,false,0,0.13643161261517195,0.45142485105653424,0.801958810345244,10,70
n128,true,0.019316144816232284,0.5001900479121609,12,false,0,0.44100100956412447,0.47419616933311787,0.7913742921145324,10,70
n130,false,0.22386321198192258,0.878422593308942,13,true,24,0.6032947601022071,0.5984899685695323,0.6603868806713493,10,70
n135,false,0.281543138225001,0.9932485262399747,15,true,10,0.40929646985550633,0.7643025009224084,0.48202049070753844,10,70
n137,false,0.07439411023094666,0.993183679012134,12,true,25,0.9226776973109375,0.052450877533044504,0.8060335827203551,10,70
n139,true,0.45984543113521614,0.6423885758002319,36,true,40,0.7064032666915363,0.7611631898601668,0.5135588978569678,10,70
n140,true,0.8782347651006186,0.7561574124610564,12,false,0,0.5977918421811039,0.6055151010250155,0.48074084719401394,10,70
