id,isSmoker,willpower,health,smokedPerDay,givingUp,stepsSinceGiveUp,influenceability,persuasiveness,sociable,maxDegree,cigLimit
n0,true,0.24887057434632284,0.5443060321156702,66,true,28,0.5814436399337364,0.3601459751929357,0.1561175602290319,10,70
n1,true,0.2618158998343656,0.4765721608238962,12,true,5,0.5642032429058597,0.7765243499946839,0.5489447152889037,10,70
n2,false,0.5227778178064626,0.7145488021874246,12,true,8,0.1797451991794568,0.6866903269494946,0.5304872491200392,10,70
n3,false,0.17489445301942808,0.996163126558427,0,false,0,0.277920118989715,0.18513432057055196,0.7481175002377868,10,70
n4,true,0.3203560645788428,0.6666037893774425,12,true,4,0.47969677486364715,0.192490796769753,0.5239065992448733,10,70
n7,true,0.3333805849073878,0.7381665874443823,12,true,36,0.3825035217381473,0.5020498525745373,0.48502756439607275,10,70
n10,false,0.1671114399795516,0.5044612523611879,12,true,3,0.708284544149316,0.5902355968908309,0.8828627618641616,10,70
n12,false,0.4471173007532126,0.9287924249399301,63,true,2,0.197041693495654,0.1998243429018992,0.8773465694422808,10,70
n15,false,0.48267804074156717,0.9940975358771692,0,false,0,1.8246959847577934E-4,0.46288512205305227,0.8260165997267912,10,70
n16,true,0.34884964576975597,0.46687172030181195,38,true,35,0.4221710960706435,0.6643698524205227,0.7124818454951767,10,70
n24,true,0.2165914741667228,0.2838605275873332,11,false,0,0.5844659505064106,0.7797576583907218,0.9866946640264873,10,70
n25,false,0.4889197060945064,0.8946678833316075,11,true,71,0.13300658967675916,0.5774014429810893,0.4357642887801343,10,70
n27,false,0.28369461980811717,0.4239606845682701,47,true,12,0.6145536122577402,0.583750976527562,0.9575119077947164,10,70
n29,false,0.4161708460998835,0.2788358638881724,62,true,5,0.5101974252493664,0.25833056352712047,0.309062345302582,10,70
n30,true,0.0866749309392329,0.32725758870870597,12,false,0,0.40963277606130566,0.3240843399254081,0.7435054206991635,10,70
n31,false,0.47633842385908454,0.513689986880201,51,true,3,0.22878864518673295,0.9209941853730161,0.9814183058804855,10,70
n36,false,0.1447663413977169,0.4865587938930614,65,true,6,0.7661431675599897,0.6897869874488162,0.7228574479176373,10,70
n37,true,0.15986644179363518,0.48710652847091723,12,true,24,0.7792956103458899,0.7195226584142178,0.8898426424665673,10,70
