id,isSmoker,willpower,health,smokedPerDay,givingUp,stepsSinceGiveUp,influenceability,persuasiveness,sociable,maxDegree,cigLimit
n0,false,0.23488475753829688,0.43396077641833586,13,true,5,0.5597761841833649,0.3601459751929357,0.1561175602290319,10,70
n1,true,0.18750877276706224,0.7500083383996026,13,false,0,0.560831522684977,0.7765243499946839,0.5489447152889037,10,70
n2,true,0.8371104909019342,0.9582523315272119,24,true,20,0.17689392914918817,0.6866903269494946,0.5304872491200392,10,70
n3,false,0.17489445301942808,0.996163126558427,0,false,0,0.25939920514030856,0.18513432057055196,0.7481175002377868,10,70
n4,false,0.36769804176257415,0.9684127171249793,0,true,20,0.47683102519439674,0.192490796769753,0.5239065992448733,10,70
n7,false,0.4434809257335444,0.8605955935491993,0,true,20,0.37530962578601373,0.5020498525745373,0.48502756439607275,10,70
n10,false,0.18856922074358,0.6121317511670429,12,true,3,0.6949628598992821,0.5902355968908309,0.8828627618641616,10,70
n12,true,0.8427116519314899,0.7554612173876029,14,false,0,0.18913061003962633,0.1998243429018992,0.8773465694422808,10,70
n15,false,0.48267804074156717,0.8477875153029558,0,false,0,1.7030961622695642E-4,0.46288512205305227,0.8260165997267912,10,70
n16,true,0.2761393332000608,0.7801776924760075,12,false,0,0.421751033725524,0.6643698524205227,0.7124818454951767,10,70
n24,true,0.2165914741667228,0.5679061586224987,11,false,0,0.5844659505064106,0.7797576583907218,0.9866946640264873,10,70
n25,false,0.4889197060945064,0.45028456089840685,11,true,2,0.1241428787739233,0.5774014429810893,0.4357642887801343,10,70
n27,false,0.2767244138874986,0.45627387479376846,12,true,4,0.6029966639006696,0.583750976527562,0.9575119077947164,10,70
n29,false,0.21316874327479823,0.24568964804639176,0,false,0,0.492659490854966,0.25833056352712047,0.309062345302582,10,70
n30,true,0.0866749309392329,0.6547285797827005,12,false,0,0.40963277606130566,0.3240843399254081,0.7435054206991635,10,70
n31,false,0.5201916450331664,0.28007285985482894,13,true,8,0.2161194170460808,0.9209941853730161,0.9814183058804855,10,70
n36,false,0.1530337679902368,0.45523127390911383,15,true,1,0.7420287911021722,0.6897869874488162,0.7228574479176373,10,70
n37,true,0.12765492373005502,0.6532387503561295,23,true,12,0.7700076455020499,0.7195226584142178,0.8898426424665673,10,70
n40,true,0.5205665520642262,0.5609039109643137,11,true,20,0.7527510669046286,0.5901932851333902,0.28323529162323074,10,70
n41,true,0.24459832664387932,0.5264970535860816,13,false,0,0.46647172212046095,0.6062695974386727,0.8684037423000905,10,70
n44,false,0.5176511530212555,0.6263352999965928,12,true,8,0.18393850887312083,0.2581900605988766,0.9019584332363013,10,70
n46,true,0.2103489000465765,0.8120143347200186,16,true,9,0.6812569382866385,0.49902604282894625,0.6973677215077791,10,70
n51,true,0.4210038158557801,0.9762954242394999,20,false,0,0.8713917801419032,0.4004568566037117,0.9295902731070189,10,70
n54,true,0.8140350717283847,0.8347619253446895,13,false,0,0.5687146380029439,0.7750286241157631,0.5145493859860106,10,70
n55,false,0.04455051292211215,0.8774348948855418,0,true,20,0.020037326330722097,0.5175579064877568,0.9749645917958573,10,70
n66,true,0.2735167527101555,0.7890076599038882,19,true,9,0.5239571058862758,0.7617300945609582,0.5420269733874773,10,70
