nullwillpower0,willpower1,willpower2,willpower3,willpower4,willpower5,willpower6,willpower7,willpower8,willpower9,willpower10,willpower11,willpower12
0.6432468207698191,0.09753853050298647,0.14536545520400662,0.14536545520400662,0.15414990605450346,0.09753853050298647,0.09753853050298647,0.16343119782380092,0.16343119782380092,0.16343119782380092,0.14536545520400662,0.14536545520400662,0.14536545520400662
0.7182243427795572,0.19877063858624158,0.2096726617148191,0.17606619000472715,0.17606619000472715,0.19877063858624158,0.19877063858624158,0.19877063858624158,0.22406847976563757,0.22406847976563757,0.22406847976563757,0.2096726617148191,0.2096726617148191
0.05620980032692635,0.05620980032692635,0.3729101916225695,0.3729101916225695,0.3729101916225695,0.05620980032692635,0.05620980032692635,0.05620980032692635,0.05620980032692635,0.05620980032692635,0.05620980032692635,0.05620980032692635,0.05620980032692635
0.08845623166114724,0.08845623166114724,0.29094965246516213,0.29094965246516213,0.29094965246516213,0.08845623166114724,0.44628335174909334,0.3798990042968836,0.3798990042968836,0.3798990042968836,0.42252869756788947,0.3342351702270667,0.3766838060509282
0.3844525729898254,0.3844525729898254,0.29443137644821626,0.27050245469275475,0.27050245469275475,0.3844525729898254,0.3844525729898254,0.3525934692106771,0.3230053695234085,0.3230053695234085,0.3230053695234085,0.3230053695234085,0.3230053695234085
0.7681470081605577,0.7681470081605577,0.3436250691126296,0.2777679365577616,0.2777679365577616,0.7681470081605577,0.43715527954301,0.43715527954301,0.3969188794957617,0.3969188794957617,0.3999546004507074,0.3436250691126296,0.3436250691126296
0.12889353643384527,0.12889353643384527,0.05964501160363119,0.05964501160363119,0.06821199922690953,0.12889353643384527,0.12889353643384527,0.08133525132658012,0.06572949996954612,0.06572949996954612,0.06572949996954612,0.05964501160363119,0.05964501160363119
0.9169366514236248,0.9169366514236248,0.3743405050594054,0.37156117816121903,0.37156117816121903,0.9169366514236248,0.9169366514236248,0.5147134697641543,0.36167036387021073,0.36167036387021073,0.36167036387021073,0.3743405050594054,0.3743405050594054
0.5146002782135439,0.5146002782135439,0.27045296327588486,0.23538192452725487,0.28017411057975056,0.5146002782135439,0.3054353300648121,0.3054353300648121,0.25484541301635827,0.229323729002243,0.229323729002243,0.27045296327588486,0.27045296327588486
0.5804419816824846,0.3447357658837065,0.5274768310535712,0.4442074821872368,0.6368533253105909,0.3447357658837065,0.3447357658837065,0.3447357658837065,0.5180470436018798,0.5180470436018798,0.5210039486898798,0.44318898463390277,0.5274768310535712
0.10113227942253372,0.10113227942253372,0.27843643430957704,0.22350691308919035,0.31355995569401146,0.10113227942253372,0.10113227942253372,0.10113227942253372,0.3060463291507837,0.3060463291507837,0.2750118938670732,0.2750118938670732,0.27843643430957704
0.36719498465414635,0.36719498465414635,0.1459815132025047,0.0975071528686181,0.0975071528686181,0.36719498465414635,0.36719498465414635,0.11316091143279594,0.08410944483063934,0.08410944483063934,0.08410944483063934,0.13982241972498954,0.1459815132025047
0.39580112939192075,0.39580112939192075,0.16746541848764077,0.16746541848764077,0.18618689501738933,0.39580112939192075,0.39580112939192075,0.17261719449781135,0.17261719449781135,0.17261719449781135,0.16480187773803698,0.16480187773803698,0.16480187773803698
0.1500075033248739,0.1500075033248739,0.1500075033248739,0.1500075033248739,0.1500075033248739,0.1500075033248739,0.1500075033248739,0.1500075033248739,0.1500075033248739,0.1500075033248739,0.1500075033248739,0.1500075033248739,0.1500075033248739
0.1455244873887016,0.1455244873887016,0.2390647610952556,0.28350997116582227,0.4047623690517157,0.3075717066157454,0.48892980535466474,0.29263747739220797,0.36428978830940656,0.36428978830940656,0.3753498223546535,0.3753498223546535,0.36079042865616356
0.12801337141976887,0.12801337141976887,0.32085393965028536,0.349723666717111,0.4435106561150397,0.12801337141976887,0.12801337141976887,0.48465856845957095,0.47369579273180784,0.47369579273180784,0.4144125024203196,0.46034332575648934,0.48647418284779737
0.07778423729143807,0.07778423729143807,0.35466872391056475,0.35466872391056475,0.49941362393653715,0.07778423729143807,0.07778423729143807,0.07778423729143807,0.42442891682249556,0.42442891682249556,0.4620816885060146,0.4620816885060146,0.4620816885060146
0.5493710625895294,0.2751848339414167,0.33359192541195304,0.33359192541195304,0.40204220022163945,0.2751848339414167,0.3660041263744144,0.43008166792339114,0.43008166792339114,0.43008166792339114,0.43008166792339114,0.35592005752988787,0.43220820637633317
0.5761138237157728,0.5761138237157728,0.15581114000350788,0.15581114000350788,0.15581114000350788,0.5761138237157728,0.2069854619150604,0.19163310791848315,0.19163310791848315,0.19163310791848315,0.19163310791848315,0.1346295680449311,0.1838707940636107
0.609080448760652,0.609080448760652,0.361314595475952,0.361314595475952,0.4198781774620639,0.609080448760652,0.609080448760652,0.609080448760652,0.609080448760652,0.609080448760652,0.361314595475952,0.361314595475952,0.361314595475952
0.11386525566481853,0.11386525566481853,0.14071677962925289,0.139549241878613,0.139549241878613,0.11386525566481853,0.15431772780015618,0.15431772780015618,0.13576549987643277,0.13576549987643277,0.14071677962925289,0.14071677962925289,0.14071677962925289
0.16721427968847613,0.16721427968847613,0.19013575040740888,0.15582254706343637,0.15582254706343637,0.16721427968847613,0.23892202091576017,0.23892202091576017,0.23892202091576017,0.22158552026897804,0.27454740578637216,0.1881517193106203,0.1881517193106203
0.6243785420527505,0.6243785420527505,0.23743700195541206,0.23743700195541206,0.23743700195541206,0.6243785420527505,0.6243785420527505,0.3602303919267973,0.3602303919267973,0.32968895411636256,0.40726544201324444,0.40726544201324444,0.40726544201324444
0.09655266247347671,0.09655266247347671,0.5086799511680422,0.4307352386216741,0.4307352386216741,0.09655266247347671,0.09655266247347671,0.09655266247347671,0.09655266247347671,0.5536183915949067,0.619171654125525,0.619171654125525,0.5086799511680422
0.9590786592876628,0.9590786592876628,0.3764160374865263,0.3176481021353923,0.3176481021353923,0.3846070343062387,0.3846070343062387,0.5649771372647492,0.3909838560498605,0.3909838560498605,0.4755912760939185,0.4807348132031976,0.4807348132031976
0.3332772199228874,0.3332772199228874,0.3332772199228874,0.3332772199228874,0.3332772199228874,0.3332772199228874,0.3332772199228874,0.3332772199228874,0.3332772199228874,0.3332772199228874,0.3332772199228874,0.3332772199228874,0.3332772199228874
0.7507765366685345,0.7507765366685345,0.20602366374927414,0.20602366374927414,0.2948928962655883,0.23432033091962673,0.23432033091962673,0.316989308816752,0.2795877685687144,0.2890138696135558,0.2890138696135558,0.28788524630046863,0.28788524630046863
0.6459762746850871,0.6459762746850871,0.028004630798064645,0.028004630798064645,0.028004630798064645,0.6459762746850871,0.028004630798064645,0.028004630798064645,0.028004630798064645,0.028004630798064645,0.028004630798064645,0.028004630798064645,0.028004630798064645
0.46565383452670955,0.46565383452670955,0.46565383452670955,0.46565383452670955,0.46565383452670955,0.46565383452670955,0.46565383452670955,0.46565383452670955,0.46565383452670955,0.46565383452670955,0.46565383452670955,0.46565383452670955,0.46565383452670955
0.21222728072906427,0.21222728072906427,0.2965959374473251,0.2965959374473251,0.2965959374473251,0.3854932642571044,0.3854932642571044,0.3854932642571044,0.4211170029075403,0.4211170029075403,0.4211170029075403,0.4211170029075403,0.3803395400142767
0.06210553262572077,0.06210553262572077,0.42969998982561725,0.42969998982561725,0.5743070130283962,0.06210553262572077,0.06210553262572077,0.5209123619979287,0.47807045793755015,0.47807045793755015,0.47807045793755015,0.42969998982561725,0.42969998982561725
0.9424077907187938,0.9424077907187938,0.28302882042313915,0.23041649552016125,0.23041649552016125,0.35810103865131226,0.35810103865131226,0.3125248302984206,0.3249477922231826,0.23086082870589564,0.332298484883393,0.332298484883393,0.3681282712574606
0.7605498779964417,0.7605498779964417,0.6680744727550798,0.6680744727550798,0.6680744727550798,0.7605498779964417,0.7605498779964417,0.6680744727550798,0.6680744727550798,0.6680744727550798,0.6680744727550798,0.6680744727550798,0.6680744727550798
0.3301069075584131,0.1652695969635694,0.17213364163523562,0.17213364163523562,0.26669008232012636,0.1652695969635694,0.1652695969635694,0.1652695969635694,0.1652695969635694,0.1652695969635694,0.2338909584262226,0.18488417482570532,0.21166923161218068
0.6859520829454854,0.016062880478485832,0.021256971285207874,0.021256971285207874,0.01984738132327611,0.016062880478485832,0.016062880478485832,0.016062880478485832,0.022581640408725807,0.022581640408725807,0.022581640408725807,0.022581640408725807,0.021256971285207874
0.6725485796360449,0.17724285079250457,0.19588562360481174,0.19588562360481174,0.19588562360481174,0.17724285079250457,0.17724285079250457,0.17724285079250457,0.17724285079250457,0.23003885022216433,0.23003885022216433,0.23003885022216433,0.23003885022216433
0.47521320017170005,0.47521320017170005,0.2249042297682933,0.2249042297682933,0.3586345920708469,0.21232037318297023,0.2896353563073923,0.2896353563073923,0.2896353563073923,0.26120184912870076,0.3086934357317337,0.31660935214822655,0.31660935214822655
0.18856787942188064,0.18856787942188064,0.23003166153717164,0.23003166153717164,0.23003166153717164,0.18856787942188064,0.18856787942188064,0.18856787942188064,0.21669613428266815,0.21669613428266815,0.24110267697527474,0.218721876355383,0.23003166153717164
0.054592436728901794,0.054592436728901794,0.054592436728901794,0.054592436728901794,0.054592436728901794,0.054592436728901794,0.054592436728901794,0.054592436728901794,0.054592436728901794,0.054592436728901794,0.054592436728901794,0.054592436728901794,0.054592436728901794
0.9027733527050983,0.028079600045580373,0.014918686652077127,0.014918686652077127,0.014918686652077127,0.028079600045580373,0.021176221640741844,0.021176221640741844,0.021176221640741844,0.021176221640741844,0.021176221640741844,0.021176221640741844,0.025056268659004607
0.6490487966797542,0.10237751296808695,0.13210648250628237,0.10590468349344184,0.13745560879549473,0.10237751296808695,0.10237751296808695,0.10237751296808695,0.10325130083183202,0.1236812152836309,0.1236812152836309,0.13210648250628237,0.13210648250628237
0.11229267725741265,0.11229267725741265,0.21590624242967812,0.21590624242967812,0.21590624242967812,0.11229267725741265,0.11229267725741265,0.11229267725741265,0.11229267725741265,0.28821324977195195,0.28821324977195195,0.2685330229814353,0.31889401430100767
0.29688749861582253,0.018695662890954225,0.02453506963587739,0.02453506963587739,0.02453506963587739,0.018695662890954225,0.018695662890954225,0.02453506963587739,0.02453506963587739,0.02453506963587739,0.02453506963587739,0.02453506963587739,0.02453506963587739
0.5322070245677321,0.5322070245677321,0.38281542369605054,0.38281542369605054,0.38281542369605054,0.5435007163894177,0.5435007163894177,0.5057202609379544,0.5057202609379544,0.5057202609379544,0.5057202609379544,0.38281542369605054,0.38281542369605054
0.7936958509818857,0.7936958509818857,0.7936958509818857,0.7936958509818857,0.7936958509818857,0.7936958509818857,0.7936958509818857,0.7936958509818857,0.7936958509818857,0.7936958509818857,0.7936958509818857,0.7936958509818857,0.7936958509818857
0.3338936394429275,0.3338936394429275,0.37459574090198255,0.37459574090198255,0.37459574090198255,0.3338936394429275,0.47468830135172563,0.47468830135172563,0.47468830135172563,0.45006016717393116,0.45006016717393116,0.45006016717393116,0.4404422179888145
0.6799387947610613,0.6799387947610613,0.3431362865938906,0.3431362865938906,0.34514967588236767,0.6799387947610613,0.4097610711757931,0.35419101801395014,0.34370558926305445,0.2518758142641974,0.2518758142641974,0.2518758142641974,0.3431362865938906
0.37993530390996827,0.37993530390996827,0.29338829564461927,0.1983985042165092,0.1983985042165092,0.36507399407213215,0.37502352355934004,0.3129213690774363,0.27345535568569534,0.33023571276981856,0.2830595564578049,0.2830595564578049,0.29338829564461927
0.9036838938098062,0.9036838938098062,0.3937660112799938,0.39133865282015956,0.2608928409876712,0.10114321571356169,0.2705087478009341,0.2705087478009341,0.2705087478009341,0.2705087478009341,0.2705087478009341,0.3955804774759579,0.3937660112799938
0.6101522188965175,0.6101522188965175,0.8941853041593707,0.3946088630387262,0.3946088630387262,0.8941853041593707,0.8941853041593707,0.8941853041593707,0.8941853041593707,0.8941853041593707,0.8941853041593707,0.8941853041593707,0.8941853041593707
0.9368891015367964,0.9368891015367964,0.05173204922070634,0.029155518591075045,0.029155518591075045,0.9368891015367964,0.05256573967710254,0.05256573967710254,0.05256573967710254,0.05256573967710254,0.05173204922070634,0.05173204922070634,0.05173204922070634
0.6363016686286083,0.6363016686286083,0.19193888420545943,0.19193888420545943,0.21022181177392815,0.6363016686286083,0.2983193445461808,0.2983193445461808,0.2983193445461808,0.2930734703385019,0.2930734703385019,0.26893865075586987,0.2819173068805783
0.19289403155160834,0.19289403155160834,0.08233953709447527,0.08233953709447527,0.08233953709447527,0.19289403155160834,0.1105350525065767,0.1105350525065767,0.11053552530485757,0.11053552530485757,0.1363343158060178,0.1363343158060178,0.1363343158060178
0.3034604446809931,0.3034604446809931,0.3108111681102164,0.30017573539046977,0.30017573539046977,0.4335950005415946,0.4779639163389367,0.4779639163389367,0.4779639163389367,0.41635834889167284,0.42709797642803266,0.42709797642803266,0.38504661737235546
0.7028322989708105,0.7028322989708105,0.719813239166291,0.719813239166291,0.49942982105707123,0.3323957610500451,0.3323957610500451,0.719813239166291,0.719813239166291,0.719813239166291,0.719813239166291,0.719813239166291,0.719813239166291
