nullhealth0,health1,health2,health3,health4,health5,health6,health7,health8,health9,health10,health11,health12
0.612367006894054,0.5538137443617754,0.3808348711480546,0.3409760286945424,0.33743126215285985,0.6056979360186553,0.5423045326430506,0.4954045439579819,0.5527071684880869,0.5361303416011592,0.514850181031541,0.4656212750399636,0.4168885395399987
0.6561920545400435,0.6428766177070925,0.5733514795713978,0.5673342125494165,0.5182695882514419,0.7031046889393812,0.6552084551614132,0.5985442244870627,0.5467257944034069,0.50953320935356,0.4608127011610681,0.46988703464244574,0.5242380910590059
0.4574328411862919,0.5052904372640877,0.34746739409578076,0.3876583730909457,0.42397625348234663,0.5526287096639737,0.6165503588305927,0.5862159957221988,0.5248616062284487,0.4794701298316552,0.43362419092189325,0.39216194555995576,0.3511175917243526
0.8479051476581337,0.7668302168497096,0.5168755829067139,0.5766617270132053,0.570666785950599,0.7005126289838302,0.639866375619972,0.6859547595905623,0.6141615369522717,0.5610471567469616,0.5496623983911055,0.5718093188020832,0.5436218534420972
0.551644427118389,0.49889733166437183,0.5656380791202591,0.5825444025285775,0.6245039914781317,0.45575131719897005,0.4080515887170364,0.395813280743573,0.432851866366538,0.4734037114990218,0.5229322139736021,0.577642493645507,0.5382928770792049
0.9559575742143431,0.8645508945883507,0.8693625882438927,0.8101406908232387,0.7400774939553405,0.7897821535338696,0.8298199849607315,0.8719747228602577,0.8289905382952031,0.9066547429281445,0.9245086073487068,0.8878128822874858,0.9516652155595574
0.492715839461395,0.44560337328180144,0.3595927121518527,0.32195711114219694,0.3061167766507197,0.4070663670298166,0.3644620904239139,0.37539301579377543,0.4105207566609356,0.4144601387177534,0.3748303202619988,0.3822114868757205,0.39363538361468337
0.46685448115599537,0.5156977892322808,0.5397318047829363,0.5448566127768116,0.5841016203836611,0.5640110772392292,0.6167889237465056,0.5982901529730258,0.5687973091042379,0.6220852401097992,0.6735618108077779,0.6091572281050261,0.5908282588748843
0.8452237216305997,0.764405183214946,0.5152410089867054,0.46131498550865657,0.46574179206342203,0.6982973189327456,0.7191686865878371,0.656972999048146,0.663211024021746,0.6563163216081247,0.6055518423899824,0.5700010217367131,0.5640189174380447
0.5182567791007264,0.4878308890011545,0.623611088328627,0.6819660597613666,0.6615124923753161,0.5335334588610818,0.5385994129344588,0.4920198532001917,0.4772154376341494,0.5219234960380914,0.5539215071952551,0.5648293412591434,0.5701924528964578
0.4774891985610927,0.43183267218897203,0.40894729760719634,0.39664245726587866,0.40044866232073256,0.39448659407157516,0.35319893846451095,0.3226533220802439,0.3129449864657936,0.32884254752786,0.3560537487505951,0.39330484870550936,0.4050603142862864
0.5942917255740586,0.5374667839352303,0.3411771136618922,0.3513745364239092,0.37668339022405223,0.4909851770743964,0.4395978113086968,0.40158018258655365,0.4219382010386373,0.4011787830668681,0.36281890027952124,0.33475573634957373,0.31825387915323067
0.9623351030403053,0.870318617341403,0.4802897084343602,0.5252332521584518,0.49939170335488553,0.7950510677474867,0.7118396350435632,0.6502777840547552,0.6697138986451538,0.6117951972918588,0.5644743193003077,0.5105004561779947,0.457070587232684
0.8030353370386414,0.7262507644164011,0.2969059641832229,0.2658312676508078,0.24284144791945297,0.6634425992925609,0.5940055386514665,0.5426343046589251,0.4858412510342144,0.44382436235878414,0.4013867977694967,0.3630070250479168,0.325014076090052
0.32603114449755366,0.29485672297819293,0.4603809651898275,0.483719876298327,0.4883616815427561,0.29179140999943337,0.300512746357997,0.30339648488190674,0.3317870852728149,0.36287064882974795,0.3851174707452228,0.4254092790675753,0.4469753082903412
0.8367694914953718,0.7876443133721066,0.5637356217365369,0.5467733460086645,0.5631721397281936,0.7195266651478291,0.6442197482660534,0.6248982705414948,0.5594953266359131,0.6119117988774242,0.5876237100972472,0.6362486436373687,0.6048846276740788
0.3605805169460021,0.3261025561233728,0.362406085266185,0.40432499797037447,0.38443215203075515,0.297900309467203,0.26672154302149687,0.24365472982558736,0.24109759755547405,0.263684891726003,0.27430924647125476,0.3030080628570235,0.33805650451395564
0.8902073587551127,0.9447840643716697,0.7624212123960021,0.801071986969203,0.792744090173175,0.8630765379512146,0.8371073750200352,0.8974026610274536,0.905923589922515,0.8275768242965147,0.7484456455864789,0.7332582006185726,0.7402205612851187
0.8311970792661686,0.864687555628073,0.6066222924612079,0.5431321443266385,0.4961605815051584,0.7899069957507148,0.7661394356663872,0.7284452692446143,0.7208003082527623,0.6584635135804233,0.5955025987294512,0.5494419138092904,0.6008564376757982
0.1270493030896347,0.1403414712108846,0.3335048180522093,0.34347292402023816,0.32657400855306784,0.1534894002102007,0.17124326536316567,0.1872862373740742,0.20894932680430137,0.228524801463176,0.24743486770535916,0.273322029465534,0.30493673672102123
0.6619290468681642,0.7311814706229244,0.4284584591476687,0.4501790658795498,0.4730480987709473,0.6952072409264666,0.6478489896455952,0.5918212258061019,0.5740138806133191,0.5243715802352825,0.5137310419884243,0.5238474445593446,0.4690206565096533
0.9633671520178757,0.8712519839372488,0.7317766538166012,0.6551876317354408,0.6229523094449994,0.7959037142310168,0.7719557185162212,0.7951081685779656,0.711890759601441,0.6768656355609344,0.6121451479907513,0.6627991917716466,0.7394640784549811
0.3804906520682316,0.42029839278670517,0.5820321554865219,0.6493548526176982,0.7101898390541003,0.4596741623237262,0.4829772422174048,0.4974626669810047,0.5123312994900219,0.5172476616851349,0.5274333136056819,0.5826145078877827,0.5650841841956072
0.8128095460452854,0.7350903838393996,0.5475936915127904,0.5988352663068195,0.6549373115237855,0.6715177440966615,0.6012355247032564,0.5492390216163012,0.49175470678470456,0.4583016871119991,0.4863991814936016,0.5372872976597324,0.5006867196526898
0.687437866612357,0.7593590773054859,0.7484648201470058,0.7864080785048905,0.7628220797643334,0.7821337296521773,0.728853954178678,0.7069941222222321,0.7428350327298434,0.7651140969130183,0.7347450810730233,0.7797907275716239,0.7563275565015337
0.4473092310201006,0.494107673485475,0.9915571791937181,0.9915571791937181,0.9915571791937181,0.5403982856113969,0.6029052618488387,0.6593886057079832,0.7356589955401739,0.8045794091400582,0.888756216986382,0.9817397813799189,0.9915571791937181
0.4994038288763186,0.5516525188918526,0.43635689004275346,0.42322732079207875,0.4024044779497682,0.5681976484747104,0.5190064460261088,0.5034403732492551,0.5396482759916691,0.5340381245674304,0.49273156798222645,0.5229398845831547,0.4682080833449364
0.6742880156686412,0.6875661095693885,0.31693036899107485,0.28375988329403984,0.25921954753305043,0.628103499876863,0.6340674060403036,0.5792315114850302,0.5186081303046444,0.4737574717185361,0.4284577653237347,0.38748952285711463,0.34693419293843203
0.9193740961502311,0.8314654527856902,0.33991985143417014,0.30434324637095217,0.2780228047150278,0.7595580318065228,0.6800613622058389,0.6212477837222532,0.5562269061399788,0.5081228722733351,0.45953721758599253,0.41559722238419244,0.37210009156423446
0.6491075141071119,0.7170185218533816,0.665573527752284,0.6854668159299406,0.626185758929695,0.6955136589003684,0.7021176313314827,0.64139656598367,0.6474866911522605,0.7081466583723548,0.7822344668741127,0.7217305238363294,0.659247350231734
0.9971426258582679,0.9971426258582679,0.935322710463309,0.8374302027547499,0.7804616193110993,0.948272715522371,0.8490248376769721,0.8401984258931957,0.9006262829057842,0.9850017018065147,0.9272668134220989,0.8904616092593024,0.9934598313712631
0.7780945733044933,0.7036947847582079,0.4839018811094842,0.5084331798433344,0.5031475387046005,0.6690729038159509,0.5990465656743837,0.5928189131586267,0.5524354628711908,0.5577366670482602,0.546419085087126,0.4941716259955075,0.48898534369878366
0.9740826978755729,0.8809429315348849,0.9905860247103522,0.9905860247103522,0.9905860247103522,0.8047565620059175,0.7205293353296247,0.7724277221397933,0.8617731596781597,0.9425086131346712,0.9905860247103522,0.9905860247103522,0.9905860247103522
0.7340561107227925,0.6909610438516459,0.41306964973256083,0.44277800547453194,0.40448534480739085,0.697591547897894,0.6245803986805363,0.5705649666348787,0.5108486411680552,0.4666690445605999,0.43057332328354797,0.4218361375031522,0.39310021442415255
0.47572819460609755,0.4660747270258301,0.25211250155367265,0.24452667301826111,0.2233793332719742,0.4257673017543256,0.381205752673162,0.3482380299069165,0.33775987444812805,0.3085494708162741,0.27904661065969055,0.25236475277258497,0.2305165003592699
0.6643497104446374,0.7050795676141917,0.4946491722816596,0.5518644242188465,0.504137669796545,0.7711351391702984,0.7941835521671893,0.7255003725725512,0.6495682370431562,0.6428153642326365,0.5813506929522524,0.5257631459999641,0.4707358572931785
0.7471563554089872,0.777260674689756,0.6932023121878086,0.6859272225415641,0.6266063483102685,0.8167454070593989,0.8411570626811009,0.9199610914687559,0.8403162840381768,0.7989726063955949,0.7672596738574975,0.7222152876458423,0.7588278317648538
0.7307766176976257,0.6609012738812947,0.5551001680574835,0.5070428682438187,0.4631924053543036,0.6037447125744722,0.5405557369743583,0.4938069889523069,0.4421242874293118,0.48354482185750564,0.5131899187390146,0.5232956654994348,0.5075501900972257
0.9458060400957637,0.9940516535859313,0.4538936747882933,0.40638837040402404,0.37124278554084633,0.9940516535859313,0.9080833304403817,0.8295497845096751,0.7427276558835869,0.6784945238327511,0.6136182853459742,0.5549453781645367,0.4968638260947794
0.7215027663667692,0.721142087126648,0.4060056045180762,0.40986066873544097,0.3744147899550044,0.7136451368218637,0.7061555017547221,0.6450852302584031,0.577569483907641,0.5276196851698552,0.47716978568940593,0.43154380091329153,0.3863776733458775
0.39404000110958437,0.4181977492232141,0.22173504567475816,0.22384044232644015,0.2171270062172454,0.4394421357506252,0.39344935467068665,0.3594227715029804,0.3349385128145617,0.3059721083026225,0.2938274205480387,0.27110058061880515,0.24272672057976546
0.5210568611674763,0.5755709374429087,0.6145649344498884,0.5502434955389855,0.5026569234905511,0.6294934576664407,0.7023059251513512,0.681242323290091,0.6099423124617022,0.6409272956889629,0.6406068961274389,0.627607713035963,0.6210210322146013
