nullinfluenceability0,influenceability1,influenceability2,influenceability3,influenceability4,influenceability5,influenceability6,influenceability7,influenceability8,influenceability9,influenceability10,influenceability11,influenceability12
0.7413108538833837,0.7413108538833837,0.7562764998867986,0.7562764998867986,0.7577890513732629,0.746514876844717,0.746514876844717,0.746514876844717,0.7547677222298852,0.7555217344296252,0.7562764998867986,0.7562764998867986,0.7562764998867986
0.6117038688082722,0.6141543569541452,0.6347471960925188,0.6353806725253602,0.6353806725253602,0.6197039073900097,0.6197032876861023,0.6197032876861023,0.6190835843984162,0.6184645008140177,0.6184645008140177,0.6221845771649848,0.6290629305316078
0.2006120777596549,0.20262725019637903,0.20754643405481607,0.20984089419704,0.21173703417010595,0.2044582070753991,0.20671852635778756,0.2067183196392612,0.2067183196392612,0.2067183196392612,0.2067183196392612,0.2067183196392612,0.2067183196392612
0.37279096510938237,0.37279096510938237,0.37615652636581776,0.3803149989549244,0.38107562819182395,0.37279096510938237,0.37316375607449176,0.3746579022574258,0.3746579022574258,0.3746579022574258,0.3754072173122502,0.37653381249249146,0.37615690252272027
0.4439872216293169,0.4439872216293169,0.4653409196796649,0.4676718146707141,0.47048439951154264,0.4439872216293169,0.4439872216293169,0.4444307644197374,0.4488951248734679,0.45295137898563237,0.4575013300369426,0.46209698589351395,0.46209652379652805
0.31998067626642906,0.31998067626642906,0.3320342478015732,0.33203391576732544,0.33203391576732544,0.31998067626642906,0.3225494990768305,0.3241651511288382,0.32513861940184324,0.3280765993194108,0.32873242312881656,0.32971960692420477,0.3320342478015732
0.8746579345257245,0.8746579345257245,0.8976820011596357,0.8976820011596357,0.8976811034776345,0.8746579345257245,0.8746579345257245,0.8781609395491232,0.8852099795994921,0.8878673781851734,0.8878673781851734,0.8932079182356281,0.8976820011596357
0.21470396638356554,0.2168606935355064,0.2250295426923145,0.22638309989557642,0.22774457102770862,0.21882026500594332,0.2205767457857092,0.22079710173417239,0.2210176778180077,0.22301481214813226,0.22458038237694597,0.22458038237694597,0.2250295426923145
0.5723905379092631,0.5723905379092631,0.5821970839641226,0.5821970839641226,0.5839448384440415,0.5723905379092631,0.5752576449727362,0.5752576449727362,0.5775615518379734,0.5798752657254601,0.5792953904597347,0.5804545605360446,0.5821970839641226
0.16857844698635482,0.16891577245877454,0.17739372889884591,0.1788176768830665,0.17899631556345502,0.17044210958894157,0.1711247302369924,0.1711247302369924,0.17181025659099183,0.17336274852327932,0.17405689227318125,0.17475399012586434,0.1758051388741736
0.5190700541916256,0.5190700541916256,0.5380857129490066,0.5391618832981953,0.5418630897278344,0.5190700541916256,0.5190700541916256,0.5190700541916256,0.5211494509055165,0.5237598911082391,0.5284926295461837,0.5338014015402074,0.5364752154268556
0.7736781771344081,0.7736781771344081,0.7845772204065414,0.7900857645586952,0.7948373514079408,0.7736781771344081,0.7736781771344081,0.7736781771344081,0.7783310885231782,0.7783303101920898,0.7783303101920898,0.7775519798818976,0.779886969255035
0.7004583977832097,0.7004583977832097,0.7082006647743598,0.71388542553388,0.7124583685682379,0.7004583977832097,0.7004583977832097,0.7004583977832097,0.7039669973964892,0.7039669973964892,0.7032630303990927,0.7032630303990927,0.7032630303990927
0.6424899330068539,0.6424899330068539,0.6424899330068539,0.6424899330068539,0.6424899330068539,0.6424899330068539,0.6424899330068539,0.6424899330068539,0.6424899330068539,0.6424899330068539,0.6424899330068539,0.6424899330068539,0.6424899330068539
0.4463709280916584,0.4463709280916584,0.47065098053457377,0.4734814821206158,0.47490287258155806,0.44815909181552366,0.4504039229449782,0.4517560346194996,0.45538230201265373,0.459497174803189,0.4613369996485155,0.4659711852674219,0.4687735424992102
0.2891677220936847,0.2891674329259626,0.29382721143660273,0.2944148652715277,0.295593996805467,0.2891674329259626,0.2891674329259626,0.2894563109022882,0.2894563109022882,0.29148830231364725,0.29177949883617027,0.29382779909190704,0.2941213327693721
0.27927165067878107,0.27927165067878107,0.29241089324783914,0.29564354401712223,0.295052552572632,0.27927165067878107,0.27927165067878107,0.27927165067878107,0.2806708044427949,0.2832069694434875,0.28462555456804617,0.28748465247859195,0.2906628428417133
