id,isSmoker,willpower,health,smokedPerDay,givingUp,stepsSinceGiveUp,influenceability,persuasiveness,sociable,maxInDegree,maxOutDegree,cigLimit
n0,false,0.2422187987932298,0.4092227256766222,13,true,9,0.4904017649007894,0.35179282869891404,0.3137502029708105,10,10,70
n1,true,0.4533612352269353,0.7413998902003339,69,true,19,0.362916836524179,0.6576956432698503,0.7790466882185748,10,10,70
n2,false,0.16805467699977988,0.16499840235364796,14,true,5,0.5653134517596079,0.2897042764592115,0.08385111359433461,10,10,70
n3,false,0.38774128274637437,0.521903663952565,22,true,4,0.3190654430511601,0.5698443828908497,0.7847956145077855,10,10,70
n6,true,0.8968495135645773,0.5998009469728753,12,false,0,0.44313655677048946,0.5720608329886051,0.9432259779761604,10,10,70
n7,false,0.26086595493839637,0.8571365287143153,11,true,5,0.4801840340057914,0.5781651588205228,0.6159236791706676,10,10,70
n10,false,0.054423740973088344,0.7787505226850912,13,true,9,0.5691427935327561,0.441414318122126,0.26778140167051895,10,10,70
n12,true,0.5970879941784336,0.816588008334549,19,true,19,0.869662201114984,0.38433041493676934,0.994347000273657,10,10,70
n13,false,0.8311012676079131,0.6578558489691593,0,false,0,0.2553299236320249,0.8535170628860118,0.45692110582250967,10,10,70
n14,true,0.16755680779482734,0.6206980123062739,11,false,0,0.5110879488205518,0.4840764299277884,0.5148170726518162,10,10,70
n15,true,0.03312284602351112,0.7147324330832759,12,false,0,0.9949293612758265,0.08482827088292699,0.29796672160002013,10,10,70
n16,false,0.7018150433951291,0.7904901420832449,0,true,19,0.15824006511705926,0.6243224267234246,0.6041366501893312,10,10,70
n17,false,0.05680442344241684,0.552244424874021,12,true,11,0.6084199052796624,0.5256097069487539,0.5195176422071042,10,10,70
n19,true,0.3995220098444175,0.7727308350354715,24,false,0,0.6233160073798735,0.4723135736199274,0.5370688467722563,10,10,70
n21,false,0.35974648078940585,0.6276995334165771,13,true,10,0.4282405957198912,0.15581582980147934,0.9747147726375545,10,10,70
n23,true,0.38893876451297515,0.8707079545351626,33,true,15,0.48527932182717737,0.1614534817254053,0.9239047439183581,10,10,70
n26,false,0.10803429259568897,0.5231790438838664,13,true,19,0.7431650000769017,0.9257106700767039,0.5195437847504979,10,10,70
n27,true,0.2658436501636469,0.7190916411305622,12,false,0,0.6294813771685716,0.1309894715961073,0.6724819693626816,10,10,70
n31,true,0.09518373354587462,0.7959865817153484,12,false,0,0.9004147072938931,0.867910840842915,0.9869101837514325,10,10,70
n32,false,0.4681012778967933,0.4747394260289854,12,true,13,0.23177294098713191,0.361973111820204,0.39725384621055615,10,10,70
n33,true,0.38248703376030063,0.5058862909840917,12,false,0,0.3238367084616749,0.28835245730092296,0.7592801441833575,10,10,70
n47,true,0.3189870187907415,0.35779952796865233,12,false,0,0.10241025340044163,0.7956170986895756,0.4068366719880556,10,10,70
n48,true,0.5915138347682329,0.9610001466241973,12,false,0,0.41031388903840327,0.1211623514776698,0.36855550688053956,10,10,70
n57,true,0.5612142294293979,0.8995756555597207,27,false,0,0.44746355408698263,0.22235855470358679,0.7930035046700659,10,10,70
n60,false,0.053633169226886046,0.8249398613963664,0,false,0,0.4904127560388699,0.3879334197429633,0.4084483080655505,10,10,70
n63,false,0.4675083104988142,0.6733784828359645,11,true,2,0.4479376686799027,0.8454584942898764,0.7530766167079266,10,10,70
n64,true,0.2057335201728238,0.571064813446237,12,false,0,0.3512083008656952,0.5827102207858595,0.7001790080831253,10,10,70
n67,false,0.022667101711920434,0.44045345898674293,0,false,0,0.3800821606020543,0.2782911787298923,0.5996693374095357,10,10,70
n71,true,0.8202274194191335,0.7091179446124615,13,false,0,0.3392041240616891,0.6698135956764979,0.7536323752721391,10,10,70
n78,false,0.6484652989393277,0.5789638060333737,17,true,3,0.13565049599665965,0.6162676601457423,0.45510733003319737,10,10,70
n79,false,0.11507154267089453,0.5589811092664061,24,true,6,0.6811954637022944,0.7223428393761139,0.3970394190182467,10,10,70
n83,false,0.9205892084083267,0.8914359727877861,11,true,12,0.08028869102174217,0.49911075546257644,0.1421606347749994,10,10,70
n84,false,0.73839735429084,0.41612281717274147,0,true,19,0.323612531624655,0.7402702223381492,0.9440283575829727,10,10,70
n85,true,0.3172924305658887,0.7227871096049044,19,true,11,0.4721216400121362,0.7758076260436706,0.8088424281675619,10,10,70
n86,true,0.5505745244587605,0.6452488277467299,12,false,0,0.3559930566898836,0.6368480973990779,0.8682943370671746,10,10,70
n91,false,0.10361538700544727,0.36833312760107195,21,true,2,0.6552699920251576,0.875694053731439,0.8434474137925033,10,10,70
n96,false,0.6933776761050333,0.9995400069368505,0,true,19,0.004455240527350058,0.8134030047290588,0.4940421510194676,10,10,70
n102,true,0.2632493981561494,0.1962777831675446,13,false,0,0.3613518979387628,0.23488476073720627,0.649297834681258,10,10,70
n106,true,0.8684861209785085,0.665006889387753,28,false,0,0.13665988641902047,0.8683949430788136,0.9770919323691594,10,10,70
n111,false,0.4498321526085296,0.49816435086812144,13,true,12,0.3288474831906004,0.7173977430806232,0.5688734788009673,10,10,70
n113,true,0.07551676803495083,0.4630673872068352,12,false,0,0.3601741219292395,0.2819641546815121,0.3567270059940405,10,10,70
n114,true,0.8422176373822001,0.478570953804234,11,false,0,0.7816081075567185,0.9804650938426113,0.5528374813152007,10,10,70
n117,true,0.6890047086027552,0.7809529302279243,18,true,19,0.8872716828840451,0.6133106341324527,0.5010930243577976,10,10,70
