id,isSmoker,willpower,health,smokedPerDay,givingUp,stepsSinceGiveUp,influenceability,persuasiveness,sociable,maxInDegree,maxOutDegree,cigLimit
n0,false,0.22700654005577595,0.40677461858113817,50,true,10,0.5165618350909894,0.35179282869891404,0.3137502029708105,10,10,70
n1,false,0.1792944752985213,0.9963014955999666,12,true,53,0.3923399696757469,0.6576956432698503,0.7790466882185748,10,10,70
n2,false,0.08126323749372025,0.2758763685985914,12,true,20,0.6050659024890906,0.2897042764592115,0.08385111359433461,10,10,70
n3,false,0.26623613871891944,0.6864216251910701,11,true,16,0.33946106362819545,0.5698443828908497,0.7847956145077855,10,10,70
n6,false,0.3867800007124563,0.6722306732241669,26,true,6,0.47052307297458107,0.5720608329886051,0.9432259779761604,10,10,70
n7,false,0.26086595493839637,0.9951089003509255,11,true,125,0.541373524774246,0.5781651588205228,0.6159236791706676,10,10,70
n10,false,0.0,0.9971975927231593,68,true,102,0.6308567979612777,0.441414318122126,0.26778140167051895,10,10,70
n12,false,0.07192916074139577,0.372079816717512,41,true,11,0.8792720641564541,0.38433041493676934,0.994347000273657,10,10,70
n13,false,0.3061613314426511,0.722696146598766,12,true,18,0.2697576721337523,0.8535170628860118,0.45692110582250967,10,10,70
n14,true,0.2099130444005438,0.4570690028669571,12,true,9,0.5271679544486776,0.4840764299277884,0.5148170726518162,10,10,70
n15,true,0.03312284602351112,0.21397687550008593,12,false,0,0.9949293612758265,0.08482827088292699,0.29796672160002013,10,10,70
n16,false,0.11887832982869426,0.7047190950586713,64,true,2,0.1680195428903393,0.6243224267234246,0.6041366501893312,10,10,70
n17,false,0.1566420402395963,0.5828864780449803,12,true,14,0.6428001039577157,0.5256097069487539,0.5195176422071042,10,10,70
n19,false,0.18834199631006326,0.9980857973334896,24,true,93,0.6833503296343367,0.4723135736199274,0.5370688467722563,10,10,70
n21,false,0.3275377195406043,0.7034981889586838,34,true,13,0.4510833773053353,0.15581582980147934,0.9747147726375545,10,10,70
n23,false,0.23463508733783386,0.40475461181046046,11,true,2,0.49211560141212807,0.1614534817254053,0.9239047439183581,10,10,70
n26,false,0.16866701879551954,0.46124042915592717,50,true,14,0.7781280568792887,0.9257106700767039,0.5195437847504979,10,10,70
n27,true,0.16455115807451576,0.5622690688243266,19,true,30,0.6512361205592125,0.1309894715961073,0.6724819693626816,10,10,70
n31,true,0.09518373354587462,0.23830277431330635,12,false,0,0.9004147072938931,0.867910840842915,0.9869101837514325,10,10,70
