id,isSmoker,willpower,health,smokedPerDay,givingUp,stepsSinceGiveUp,influenceability,persuasiveness,sociable,maxInDegree,maxOutDegree,cigLimit
n0,false,0.019242119387049145,0.10980966251639102,61,true,15,0.9828701376193837,0.6152986089983369,0.40523617252740374,10,10,70
n1,true,0.16863073003182685,0.4023062576539228,53,true,15,0.5466409904620217,0.7544440358857036,0.28375341222340245,10,10,70
n2,true,0.04661255483142469,0.3003302308390317,12,true,13,0.8043039340794285,0.041916624317980655,0.9579381700982283,10,10,70
n3,false,0.1416965600949451,0.9388454198856361,56,true,10,0.29415137346439757,0.5097914573322336,0.5126437838044546,10,10,70
n4,true,0.4018664040916851,0.703115707800657,43,true,16,0.3177782274028889,0.9898354812097363,0.673005369265226,10,10,70
n7,false,0.38825472885626605,0.6494330437648534,31,true,19,0.35931542747451023,0.12792366531823757,0.2843718392996571,10,10,70
n8,true,0.18716844631999333,0.74014053295102,12,true,15,0.4384942225453589,0.7862702710218271,0.7637846811230801,10,10,70
n9,false,0.03936218750700041,0.20141941365320573,12,true,3,0.7259143412905866,0.6219106840106566,0.7306846249440265,10,10,70
n11,false,0.7257028437135369,0.990746251535971,0,false,0,0.09206843369256527,0.3355414183009636,0.7053512570968609,10,10,70
n16,true,0.2822041074595713,0.43531527369174755,13,true,28,0.5038121361409827,0.17749601926133735,0.790206554825811,10,10,70
n19,false,0.09745655029786185,0.18754566917461826,54,true,16,0.8667124424187639,0.2718379110800876,0.8833472675525831,10,10,70
n28,true,0.33271109605886173,0.5551858931390988,12,true,10,0.3342432300743942,0.37211595410433734,0.7956561461354233,10,10,70
n29,true,0.23906755900189594,0.7044224297699926,44,true,23,0.5644157224396827,0.30060947779809577,0.799034402036365,10,10,70
n32,false,0.46950449627498064,0.9938270923552711,58,true,97,0.49778863398010087,0.9846896393329483,0.6117385726146283,10,10,70
n35,false,0.4833074928255287,0.9906937005658528,50,true,161,0.2660230474950247,0.6122706730153082,0.6178913147762618,10,10,70
n36,true,0.14208939488835196,0.44240136231636723,12,true,3,0.6583264668156874,0.1431577921752425,0.44528655553387064,10,10,70
n37,false,0.27607592199358866,0.5534946890870259,13,true,4,0.39884668478892077,0.023604327534633374,0.9490724792179376,10,10,70
n38,true,0.38869221765075046,0.6095070106892898,11,true,23,0.4420759931731112,0.6448502197953897,0.8707856752556773,10,10,70
n42,true,0.025820017079462538,0.07692752476985701,39,true,106,0.9603087044064254,0.23207053591546772,0.37977129100813367,10,10,70
n46,false,0.2463814069296597,0.8929831682622311,50,true,22,0.26638887879281714,0.016800178544835898,0.7219782173831802,10,10,70
n48,false,0.12062211757179314,0.41985662720438277,69,true,10,0.7656119457788394,0.06794029959656178,0.5234559272702162,10,10,70
n50,true,0.5078488512049937,0.6916965430904868,44,true,8,0.401817669332633,0.381945035490754,0.6801448035325033,10,10,70
n53,false,0.378807815493984,0.5714151932064255,12,true,3,0.4326522851008188,0.6512552304449805,0.48415236603669143,10,10,70
n56,true,0.30368787436404365,0.5260151350297542,13,true,20,0.35751016605915953,0.3004093686677797,0.7242243606910624,10,10,70
n57,false,0.15807055732295183,0.3276002210560829,12,true,4,0.7232172774153002,0.6106301397190694,0.7234243958532212,10,10,70
n63,true,0.005454540491927229,0.07460791263063564,12,false,0,0.45202446725090023,0.360132243961632,0.4830931991608479,10,10,70
n66,true,0.364728137048638,0.5456600621742875,12,true,17,0.38262951207403184,0.4386462161942557,0.9691845765875529,10,10,70
